N,accepted_blocks__boot_ci_high,accepted_blocks__boot_ci_low,accepted_blocks__max,accepted_blocks__mean,accepted_blocks__median,accepted_blocks__min,accepted_blocks__n,accepted_blocks__p2_5,accepted_blocks__p97_5,accepted_blocks__std,accumulated_work_per_block__boot_ci_high,accumulated_work_per_block__boot_ci_low,accumulated_work_per_block__max,accumulated_work_per_block__mean,accumulated_work_per_block__median,accumulated_work_per_block__min,accumulated_work_per_block__n,accumulated_work_per_block__p2_5,accumulated_work_per_block__p97_5,accumulated_work_per_block__std,active_fraction__boot_ci_high,active_fraction__boot_ci_low,active_fraction__max,active_fraction__mean,active_fraction__median,active_fraction__min,active_fraction__n,active_fraction__p2_5,active_fraction__p97_5,active_fraction__std,actual_hashes_per_accepted_block__boot_ci_high,actual_hashes_per_accepted_block__boot_ci_low,actual_hashes_per_accepted_block__max,actual_hashes_per_accepted_block__mean,actual_hashes_per_accepted_block__median,actual_hashes_per_accepted_block__min,actual_hashes_per_accepted_block__n,actual_hashes_per_accepted_block__p2_5,actual_hashes_per_accepted_block__p97_5,actual_hashes_per_accepted_block__std,aggregate_hashrate_hps,difficulty_mode,difficulty_ratio_vs_N1,duplicate_header_attempts__boot_ci_high,duplicate_header_attempts__boot_ci_low,duplicate_header_attempts__max,duplicate_header_attempts__mean,duplicate_header_attempts__median,duplicate_header_attempts__min,duplicate_header_attempts__n,duplicate_header_attempts__p2_5,duplicate_header_attempts__p97_5,duplicate_header_attempts__std,energy_per_accepted_block_kwh__boot_ci_high,energy_per_accepted_block_kwh__boot_ci_low,energy_per_accepted_block_kwh__max,energy_per_accepted_block_kwh__mean,energy_per_accepted_block_kwh__median,energy_per_accepted_block_kwh__min,energy_per_accepted_block_kwh__n,energy_per_accepted_block_kwh__p2_5,energy_per_accepted_block_kwh__p97_5,energy_per_accepted_block_kwh__std,energy_per_tx_kwh__boot_ci_high,energy_per_tx_kwh__boot_ci_low,energy_per_tx_kwh__max,energy_per_tx_kwh__mean,energy_per_tx_kwh__median,energy_per_tx_kwh__min,energy_per_tx_kwh__n,energy_per_tx_kwh__p2_5,energy_per_tx_kwh__p97_5,energy_per_tx_kwh__std,hardware,idle_fraction__boot_ci_high,idle_fraction__boot_ci_low,idle_fraction__max,idle_fraction__mean,idle_fraction__median,idle_fraction__min,idle_fraction__n,idle_fraction__p2_5,idle_fraction__p97_5,idle_fraction__std,mean_block_interval_s__boot_ci_high,mean_block_interval_s__boot_ci_low,mean_block_interval_s__max,mean_block_interval_s__mean,mean_block_interval_s__median,mean_block_interval_s__min,mean_block_interval_s__n,mean_block_interval_s__p2_5,mean_block_interval_s__p97_5,mean_block_interval_s__std,mean_difficulty__boot_ci_high,mean_difficulty__boot_ci_low,mean_difficulty__max,mean_difficulty__mean,mean_difficulty__median,mean_difficulty__min,mean_difficulty__n,mean_difficulty__p2_5,mean_difficulty__p97_5,mean_difficulty__std,n_seeds,protocol,template_exhaustion_rate__boot_ci_high,template_exhaustion_rate__boot_ci_low,template_exhaustion_rate__max,template_exhaustion_rate__mean,template_exhaustion_rate__median,template_exhaustion_rate__min,template_exhaustion_rate__n,template_exhaustion_rate__p2_5,template_exhaustion_rate__p97_5,template_exhaustion_rate__std,total_energy_kwh__boot_ci_high,total_energy_kwh__boot_ci_low,total_energy_kwh__max,total_energy_kwh__mean,total_energy_kwh__median,total_energy_kwh__min,total_energy_kwh__n,total_energy_kwh__p2_5,total_energy_kwh__p97_5,total_energy_kwh__std,total_hashes__boot_ci_high,total_hashes__boot_ci_low,total_hashes__max,total_hashes__mean,total_hashes__median,total_hashes__min,total_hashes__n,total_hashes__p2_5,total_hashes__p97_5,total_hashes__std,unique_header_attempts__boot_ci_high,unique_header_attempts__boot_ci_low,unique_header_attempts__max,unique_header_attempts__mean,unique_header_attempts__median,unique_header_attempts__min,unique_header_attempts__n,unique_header_attempts__p2_5,unique_header_attempts__p97_5,unique_header_attempts__std
200,17.84,16.219749999999998,29.0,17.02,17.0,9.0,100,10.0,26.0,4.116927362620199,1.692e+17,1.692e+17,1.692e+17,1.692e+17,1.692e+17,1.692e+17,100,1.692e+17,1.692e+17,0.0,1.0,1.0,1.0,1.0,1.0,1.0,100,1.0,1.0,0.0,1.8933838684482467e+17,1.7100191104341606e+17,3.1960000000000006e+17,1.7969267619813152e+17,1.692e+17,9.918620689655173e+16,100,1.1063076923076923e+17,2.8764e+17,4.719356147228855e+16,282000000000000.0,D2_HASHRATE_SCALED_DIFFICULTY,2.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,1.1307709214343697,1.0212614131759572,1.9087222222222222,1.0731645939610635,1.0105,0.5923620689655172,100,0.6607115384615384,1.7178500000000003,0.2818504365706122,0.0005653854607171848,0.0005106307065879786,0.0009543611111111111,0.0005365822969805317,0.00050525,0.0002961810344827586,100,0.0003303557692307692,0.0008589250000000002,0.00014092521828530611,H2_FIXED_PER_MINER_HASHRATE,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,631.5613940037989,573.105501835772,1064.7213703585844,601.5893095358758,582.4822783614734,339.4146587143177,100,381.88156905693563,950.9796160104777,149.8742004749287,1.692e+17,1.692e+17,1.692e+17,1.692e+17,1.692e+17,1.692e+17,100,1.692e+17,1.692e+17,0.0,100,independent_header_pow,0.14264924674654547,0.11242011221008294,0.3125,0.12721062181662532,0.1111111111111111,0.0,100,0.0,0.2766666666666665,0.07596345618069567,17.1785,17.178499999999996,17.178500000000003,17.1785,17.1785,17.1785,100,17.1785,17.178500000000003,2.1719182414129247e-15,2.8764e+18,2.8764e+18,2.8764000000000005e+18,2.8764e+18,2.8764e+18,2.8763999999999995e+18,100,2.8763999999999995e+18,2.8764000000000005e+18,367.48316803342,2.8764e+18,2.8764e+18,2.876400000000001e+18,2.8764e+18,2.8764e+18,2.876399999999999e+18,100,2.876399999999999e+18,2.8764000000000005e+18,367.48316803342
300,17.42,15.83975,30.0,16.59,16.0,8.0,100,9.475,25.049999999999983,4.077766768487601,2.538e+17,2.538e+17,2.538e+17,2.538e+17,2.538e+17,2.538e+17,100,2.538e+17,2.538e+17,0.0,1.0,1.0,1.0,1.0,1.0,1.0,100,1.0,1.0,0.0,2.914879165859541e+17,2.6291037514549235e+17,5.39325e+17,2.7682566054460416e+17,2.6966249999999997e+17,1.4381999999999998e+17,100,1.7251485576923075e+17,4.566284999999996e+17,7.332438002174901e+16,423000000000000.0,D2_HASHRATE_SCALED_DIFFICULTY,3.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,1.740830612943892,1.5701591848966907,3.22096875,1.6532643615858302,1.610484375,0.858925,100,1.0302970552884614,2.7270868749999977,0.4379094917965564,0.0008704153064719462,0.0007850795924483454,0.001610484375,0.000826632180792915,0.0008052421875,0.00042946250000000004,100,0.0005151485276442307,0.0013635434374999987,0.00021895474589827822,H2_FIXED_PER_MINER_HASHRATE,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,638.0186270998964,577.2031564850312,1091.5544123403388,608.0842902464185,588.824388369582,314.5381618558448,100,383.77852156464303,1046.0113923993088,154.01128094856935,2.538e+17,2.538e+17,2.538e+17,2.538e+17,2.538e+17,2.538e+17,100,2.538e+17,2.538e+17,0.0,100,independent_header_pow,0.1486157824610964,0.1192957455525323,0.35714285714285715,0.13401071121113522,0.13333333333333333,0.0,100,0.0,0.3234374999999998,0.07506864123343286,25.767749999999996,25.767749999999996,25.767750000000003,25.767749999999996,25.76775,25.767749999999996,100,25.767749999999996,25.767750000000003,4.777152730194612e-15,4.3146000000000015e+18,4.3145999999999985e+18,4.3146000000000005e+18,4.3145999999999985e+18,4.3146e+18,4.3145999999999995e+18,100,4.3145999999999995e+18,4.3146000000000005e+18,1548.0203062902208,4.3146000000000005e+18,4.3145999999999985e+18,4.314600000000001e+18,4.3146e+18,4.3146e+18,4.314599999999999e+18,100,4.314599999999999e+18,4.3146000000000005e+18,561.3398113784411
400,17.54,16.04,30.0,16.8,16.0,9.0,100,10.475,25.0,3.892494720807615,3.384e+17,3.384e+17,3.384e+17,3.384e+17,3.384e+17,3.384e+17,100,3.384e+17,3.384e+17,0.0,1.0,1.0,1.0,1.0,1.0,1.0,100,1.0,1.0,0.0,3.7786779282226464e+17,3.454072556596252e+17,6.392000000000001e+17,3.6102388820945645e+17,3.5954999999999994e+17,1.9176000000000003e+17,100,2.30112e+17,5.504383636363632e+17,8.561618890982114e+16,564000000000000.0,D2_HASHRATE_SCALED_DIFFICULTY,4.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,2.2567104293551923,2.0628488879672067,3.8174444444444453,2.1561148879175875,2.1473125,1.1452333333333333,100,1.37428,3.2873402272727246,0.5113189059892097,0.001128355214677596,0.0010314244439836033,0.0019087222222222227,0.0010780574439587937,0.00107365625,0.0005726166666666666,100,0.00068714,0.0016436701136363623,0.00025565945299460487,H2_FIXED_PER_MINER_HASHRATE,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,622.8924507476759,569.3086580656776,1154.1619919292339,595.1772310058234,568.6600912625454,310.00914712453636,100,372.47482605620274,874.9452774479582,140.31110864266589,3.384e+17,3.384e+17,3.384e+17,3.384e+17,3.384e+17,3.384e+17,100,3.384e+17,3.384e+17,0.0,100,independent_header_pow,0.14064932184660905,0.11584251381793365,0.3333333333333333,0.12785302084546785,0.125,0.0,100,0.03919230769230769,0.25874999999999987,0.06444372166554241,34.357,34.35699999999999,34.357000000000006,34.357,34.357,34.357,100,34.357,34.357000000000006,3.911409028228123e-15,5.7528e+18,5.7528e+18,5.752800000000001e+18,5.7528e+18,5.7528e+18,5.752799999999999e+18,100,5.752799999999999e+18,5.752800000000001e+18,790.5118147712463,5.7528e+18,5.7528e+18,5.752800000000002e+18,5.7528e+18,5.7528e+18,5.752799999999998e+18,100,5.752799999999998e+18,5.752800000000002e+18,816.8694120626848
500,18.10025,16.56,27.0,17.32,17.0,8.0,100,9.425,25.52499999999999,3.9996969582176796,4.23e+17,4.23e+17,4.23e+17,4.23e+17,4.23e+17,4.23e+17,100,4.23e+17,4.23e+17,0.0,1.0,1.0,1.0,1.0,1.0,1.0,100,1.0,1.0,0.0,4.652517531698069e+17,4.177065319216505e+17,8.98875e+17,4.408601149346839e+17,4.2299999999999994e+17,2.6633333333333338e+17,100,2.8183188461538464e+17,7.824298295454524e+17,1.2046304083420115e+17,705000000000000.0,D2_HASHRATE_SCALED_DIFFICULTY,5.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,2.7785868592085694,2.4946362323098574,5.36828125,2.6329145753043623,2.52625,1.5906018518518519,100,1.6831626442307692,4.672844815340897,0.719432049426479,0.0013892934296042849,0.0012473181161549286,0.002684140625,0.001316457287652181,0.001263125,0.0007953009259259259,100,0.0008415813221153847,0.002336422407670448,0.0003597160247132395,H2_FIXED_PER_MINER_HASHRATE,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,615.196778814482,555.2892249417955,1219.7337520025687,584.3185941031084,551.3951451148341,328.30628561189775,100,365.4190009437159,917.9122521074626,153.53416316730994,4.23e+17,4.23e+17,4.23e+17,4.23e+17,4.23e+17,4.23e+17,100,4.23e+17,4.23e+17,0.0,100,independent_header_pow,0.13124551092093953,0.10201433849301253,0.35714285714285715,0.11676105048040705,0.1111111111111111,0.0,100,0.0,0.28028846153846104,0.07592724666377379,42.946250000000006,42.94625,42.946250000000006,42.94625,42.94625,42.94624999999999,100,42.94624999999999,42.946250000000006,4.572613927978479e-15,7.191000000000001e+18,7.191000000000001e+18,7.191000000000001e+18,7.191000000000001e+18,7.191e+18,7.190999999999999e+18,100,7.190999999999999e+18,7.191000000000001e+18,1186.883739083576,7.191000000000001e+18,7.191000000000001e+18,7.191000000000002e+18,7.191000000000001e+18,7.191e+18,7.190999999999998e+18,100,7.190999999999998e+18,7.191000000000001e+18,1426.0441575890768
100,18.22,16.67,36.0,17.43,17.0,10.0,100,11.475,25.52499999999999,4.015764390046264,8.46e+16,8.46e+16,8.46e+16,8.46e+16,8.46e+16,8.46e+16,100,8.46e+16,8.46e+16,0.0,1.0,1.0,1.0,1.0,1.0,1.0,100,1.0,1.0,0.0,9.059207374149973e+16,8.291010146161627e+16,1.4381999999999997e+17,8.675621950652704e+16,8.46e+16,3.995000000000001e+16,100,5.636637692307692e+16,1.2557011363636355e+17,1.9735876553453156e+16,141000000000000.0,D2_HASHRATE_SCALED_DIFFICULTY,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.5410359959561789,0.4951575503957639,0.8589249999999999,0.5181274220528698,0.50525,0.23859027777777783,100,0.33663252884615386,0.7499326231060601,0.11786704052756747,0.00027051799797808945,0.00024757877519788194,0.0004294625,0.0002590637110264349,0.00025262500000000003,0.00011929513888888892,100,0.00016831626442307695,0.00037496631155303,5.8933520263783734e-05,H2_FIXED_PER_MINER_HASHRATE,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,599.9830529859149,547.9353893513395,995.6460099251466,574.1014811910403,550.2311857841796,256.6144273105791,100,366.9845897058312,863.0645735154519,135.97033434206793,8.46e+16,8.46e+16,8.46e+16,8.46e+16,8.46e+16,8.46e+16,100,8.46e+16,8.46e+16,0.0,100,pocol_disjoint_nonce,0.13298992654286138,0.10713050082320903,0.2777777777777778,0.11983539471078598,0.11555555555555555,0.0,100,0.0,0.23529411764705882,0.06856765320524351,8.58925,8.589249999999998,8.589250000000002,8.589249999999998,8.58925,8.58925,100,8.58925,8.589250000000002,2.4217066071966785e-15,1.4382e+18,1.4382e+18,1.4382000000000003e+18,1.4382e+18,1.4382e+18,1.4381999999999997e+18,100,1.4381999999999997e+18,1.4382000000000003e+18,183.74158401671,1.4382e+18,1.4382e+18,1.4382000000000005e+18,1.4382e+18,1.4382e+18,1.4381999999999995e+18,100,1.4381999999999995e+18,1.4382000000000003e+18,197.6279536928116
200,17.78025,16.26,26.0,17.03,17.0,6.0,100,8.95,23.0,3.9960965802627793,1.692e+17,1.692e+17,1.692e+17,1.692e+17,1.692e+17,1.692e+17,100,1.692e+17,1.692e+17,0.0,1.0,1.0,1.0,1.0,1.0,1.0,100,1.0,1.0,0.0,1.929887737217445e+17,1.7036650586798214e+17,4.794e+17,1.8124280418083062e+17,1.692e+17,1.1063076923076923e+17,100,1.2506086956521739e+17,3.2539274999999936e+17,5.794596248796165e+16,282000000000000.0,D2_HASHRATE_SCALED_DIFFICULTY,2.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,1.1525718430604186,1.0174666322671158,2.8630833333333334,1.0824223027466273,1.0105,0.6607115384615386,100,0.7468913043478262,1.9433178124999961,0.3460661648586598,0.0005762859215302093,0.0005087333161335577,0.0014315416666666667,0.0005412111513733136,0.00050525,0.0003303557692307693,100,0.0003734456521739131,0.0009716589062499981,0.0001730330824293299,H2_FIXED_PER_MINER_HASHRATE,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,642.8345597148912,566.5371136508835,1507.1303405335213,603.876267520905,563.8927161838986,339.8364727848302,100,379.2747406175106,1107.545808465177,194.57519840818404,1.692e+17,1.692e+17,1.692e+17,1.692e+17,1.692e+17,1.692e+17,100,1.692e+17,1.692e+17,0.0,100,pocol_disjoint_nonce,0.14307471817164827,0.11207215720214969,0.4166666666666667,0.12709323701193737,0.11764705882352941,0.0,100,0.0,0.3272058823529406,0.07987369556773885,17.1785,17.178499999999996,17.178500000000003,17.1785,17.1785,17.1785,100,17.1785,17.178500000000003,2.019842936871048e-15,2.8764e+18,2.8764e+18,2.8764000000000005e+18,2.8764e+18,2.8764e+18,2.8763999999999995e+18,100,2.8763999999999995e+18,2.8764000000000005e+18,352.7778366340522,2.8764e+18,2.8764e+18,2.876400000000001e+18,2.8764e+18,2.8764e+18,2.876399999999999e+18,100,2.876399999999999e+18,2.8764000000000005e+18,439.65679911733537
300,17.99,16.37,25.0,17.17,17.0,7.0,100,8.0,25.0,4.1513171817429635,2.538e+17,2.538e+17,2.538e+17,2.538e+17,2.538e+17,2.538e+17,100,2.538e+17,2.538e+17,0.0,1.0,1.0,1.0,1.0,1.0,1.0,100,1.0,1.0,0.0,2.8783115703866784e+17,2.5449649090124176e+17,6.163714285714285e+17,2.7054201586764493e+17,2.538e+17,1.7258399999999997e+17,100,1.72584e+17,5.39325e+17,8.642407629034656e+16,423000000000000.0,D2_HASHRATE_SCALED_DIFFICULTY,3.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,1.7189916323142662,1.5199095984379718,3.681107142857143,1.615737039209546,1.51575,1.0307099999999998,100,1.03071,3.22096875,0.5161437889562364,0.0008594958161571332,0.0007599547992189858,0.0018405535714285713,0.000807868519604773,0.000757875,0.0005153549999999999,100,0.000515355,0.001610484375,0.00025807189447811816,H2_FIXED_PER_MINER_HASHRATE,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,639.9932995861167,566.2393913449107,1438.242001298083,602.2718744276656,564.0366786073911,357.71145640150945,100,377.33811160693705,1162.575143723836,200.0646448248496,2.538e+17,2.538e+17,2.538e+17,2.538e+17,2.538e+17,2.538e+17,100,2.538e+17,2.538e+17,0.0,100,pocol_disjoint_nonce,0.14442110044211443,0.11285070530270892,0.42857142857142855,0.1284334753642433,0.1111111111111111,0.0,100,0.0,0.3359374999999996,0.0820563800765171,25.767749999999996,25.767749999999996,25.767750000000003,25.767749999999996,25.76775,25.767749999999996,100,25.767749999999996,25.767750000000003,4.5446466079598574e-15,4.3146000000000015e+18,4.3145999999999985e+18,4.3146000000000005e+18,4.3146e+18,4.3146e+18,4.3145999999999995e+18,100,4.3145999999999995e+18,4.3146000000000005e+18,378.13706028851016,4.3146000000000005e+18,4.3145999999999985e+18,4.314600000000001e+18,4.3146e+18,4.3146e+18,4.314599999999999e+18,100,4.314599999999999e+18,4.314600000000001e+18,584.4498060206503
400,18.01025,16.52975,25.0,17.28,17.0,8.0,100,9.475,24.0,3.800797364509269,3.384e+17,3.384e+17,3.384e+17,3.384e+17,3.384e+17,3.384e+17,100,3.384e+17,3.384e+17,0.0,1.0,1.0,1.0,1.0,1.0,1.0,100,1.0,1.0,0.0,3.712116939801022e+17,3.344698079835988e+17,7.191e+17,3.519506669113038e+17,3.3839999999999994e+17,2.30112e+17,100,2.3969999999999997e+17,6.088379999999995e+17,9.20620948177597e+16,564000000000000.0,D2_HASHRATE_SCALED_DIFFICULTY,4.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,2.216958727936722,1.9975280199020482,4.294625,2.1019275940536195,2.021,1.37428,100,1.4315416666666667,3.63611583333333,0.5498152884949538,0.0011084793639683608,0.000998764009951024,0.0021473125,0.0010509637970268098,0.0010105,0.00068714,100,0.0007157708333333333,0.001818057916666665,0.00027490764424747683,H2_FIXED_PER_MINER_HASHRATE,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,622.1755411292477,554.1323563925041,1224.072078485457,586.4840326173311,537.1932364565964,344.17920408244237,100,377.7444423594892,1085.2759017561666,170.38489996718369,3.384e+17,3.384e+17,3.384e+17,3.384e+17,3.384e+17,3.384e+17,100,3.384e+17,3.384e+17,0.0,100,pocol_disjoint_nonce,0.13800339040110912,0.10932989525223347,0.375,0.12302174884823625,0.1111111111111111,0.0,100,0.03771367521367521,0.3234374999999998,0.07307231803169693,34.357,34.35699999999999,34.357000000000006,34.35699999999999,34.357,34.357,100,34.357,34.357000000000006,9.843496857248528e-15,5.7528e+18,5.7528e+18,5.752800000000001e+18,5.7528e+18,5.7528e+18,5.752799999999999e+18,100,5.752799999999999e+18,5.752800000000001e+18,776.997796494672,5.7528e+18,5.7528e+18,5.752800000000001e+18,5.7528e+18,5.7528e+18,5.752799999999998e+18,100,5.752799999999999e+18,5.752800000000001e+18,742.1369091476262
500,17.880249999999997,16.43,26.0,17.19,17.0,8.0,100,9.475,23.52499999999999,3.7623735255094686,4.23e+17,4.23e+17,4.23e+17,4.23e+17,4.23e+17,4.23e+17,100,4.23e+17,4.23e+17,0.0,1.0,1.0,1.0,1.0,1.0,1.0,100,1.0,1.0,0.0,4.687184369403694e+17,4.2084642839728205e+17,8.988750000000001e+17,4.430389601228291e+17,4.2299999999999994e+17,2.765769230769231e+17,100,3.058129076086957e+17,7.610474999999994e+17,1.2064329688906194e+17,705000000000000.0,D2_HASHRATE_SCALED_DIFFICULTY,5.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,2.79929066506054,2.513388391817101,5.368281250000001,2.6459271229557855,2.52625,1.6517788461538463,100,1.8263826426630436,4.5451447916666625,0.7205085786430088,0.00139964533253027,0.0012566941959085507,0.0026841406250000003,0.0013229635614778923,0.001263125,0.0008258894230769232,100,0.0009131913213315218,0.002272572395833331,0.0003602542893215044,H2_FIXED_PER_MINER_HASHRATE,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,633.5207144344688,560.1492164803005,1314.2440188418393,595.3733616697306,550.154227947477,357.3799134186444,100,389.6926697269543,1144.018276067795,184.3027789826414,4.23e+17,4.23e+17,4.23e+17,4.23e+17,4.23e+17,4.23e+17,100,4.23e+17,4.23e+17,0.0,100,pocol_disjoint_nonce,0.13402986831333716,0.10341641954856065,0.4,0.1182660880497635,0.10526315789473684,0.0,100,0.0,0.31021634615384613,0.07892170461930223,42.946250000000006,42.94625,42.946250000000006,42.94625,42.94625,42.94624999999999,100,42.94624999999999,42.946250000000006,4.89577596010721e-15,7.191000000000001e+18,7.191000000000001e+18,7.191000000000001e+18,7.191000000000001e+18,7.191e+18,7.190999999999999e+18,100,7.190999999999999e+18,7.191000000000001e+18,1239.271209749154,7.191000000000001e+18,7.191000000000001e+18,7.191000000000002e+18,7.191000000000001e+18,7.191e+18,7.190999999999998e+18,100,7.190999999999998e+18,7.191000000000001e+18,1594.365837642799
10,48.43,47.37,55.0,47.88,48.0,42.0,100,43.475,53.0,2.67151075179751,3153010435263327.0,2905336897757121.0,5356386436385228.0,3024170237241034.0,2900374482806364.0,2121358804541363.0,100,2207917538767565.0,4807684156248055.0,657374536298868.8,1.0,1.0,1.0,1.0,1.0,1.0,100,1.0,1.0,0.0,3044816321460458.5,2979300864821287.0,3424285714285714.5,3012998200748934.5,2996250000000000.0,2614909090909091.0,100,2713584905660377.5,3308544133192388.5,167648312733654.8,14100000000000.0,D3_DYNAMIC_RETARGET,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.018184319697611074,0.017793046831571572,0.020450595238095243,0.01799429481002836,0.017894270833333337,0.015616818181818185,100,0.0162061320754717,0.019759360795454543,0.0010012329788259946,9.092159848805537e-06,8.896523415785787e-06,1.0225297619047621e-05,8.99714740501418e-06,8.947135416666667e-06,7.808409090909093e-06,100,8.103066037735849e-06,9.879680397727271e-06,5.006164894129973e-07,H2_FIXED_PER_MINER_HASHRATE,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,207.407405935684,201.66887264159936,232.43632516647264,204.54130101475147,204.87297870540147,156.90997970494976,100,172.34480380039096,230.19292069349513,15.340511631226747,3153010435263327.0,2905336897757121.0,5356386436385228.0,3024170237241034.0,2900374482806364.0,2121358804541363.0,100,2207917538767565.0,4807684156248055.0,657374536298868.8,100,pocol_disjoint_nonce,0.042017321419891514,0.03284198376162844,0.10416666666666667,0.0374764569151351,0.038461538461538464,0.0,100,0.0,0.09189612015018762,0.022154899299640703,0.8589249999999999,0.8589249999999998,0.8589250000000002,0.8589249999999998,0.858925,0.8589249999999998,100,0.8589249999999998,0.8589250000000002,2.436979197762804e-16,1.4382e+17,1.4382e+17,1.4382000000000002e+17,1.4382e+17,1.4382e+17,1.4381999999999997e+17,100,1.4381999999999998e+17,1.4382000000000002e+17,12.033622929445679,1.4382e+17,1.4382e+17,1.4382000000000003e+17,1.4382e+17,1.4382e+17,1.4381999999999994e+17,100,1.4381999999999997e+17,1.4382000000000002e+17,18.89043368608791
100,64.39,63.27,71.0,63.84,64.0,58.0,100,58.0,70.0,2.838124291666856,2.382602035170918e+16,2.2112105963100068e+16,3.696919411364786e+16,2.293738923288434e+16,2.2328837272744676e+16,1.5424260594624604e+16,100,1.608190133326329e+16,3.264230342665237e+16,4274939397274638.5,1.0,1.0,1.0,1.0,1.0,1.0,100,1.0,1.0,0.0,2.27736110845786e+16,2.2378586968895668e+16,2.4796551724137936e+16,2.2572343771581516e+16,2.2471875000000004e+16,2.0256338028169012e+16,100,2.0545714285714284e+16,2.4796551724137932e+16,1004967039253117.5,141000000000000.0,D3_DYNAMIC_RETARGET,7.584688504113524,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.13600906619956665,0.13364989439757133,0.14809051724137934,0.13480705308027854,0.13420703125000003,0.12097535211267606,100,0.12270357142857144,0.1480905172413793,0.0060018864844283435,6.800453309978333e-05,6.682494719878567e-05,7.404525862068967e-05,6.740352654013927e-05,6.710351562500001e-05,6.0487676056338026e-05,100,6.135178571428571e-05,7.404525862068966e-05,3.0009432422141717e-06,H2_FIXED_PER_MINER_HASHRATE,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,153.6430074318617,148.2530796984678,174.9585516176671,151.1774596607636,153.31267899449813,100.23475867108841,100,113.92511527238165,170.20646207085863,13.6716717135185,2.382602035170918e+16,2.2112105963100068e+16,3.696919411364786e+16,2.293738923288434e+16,2.2328837272744676e+16,1.5424260594624604e+16,100,1.608190133326329e+16,3.264230342665237e+16,4274939397274638.5,100,pocol_disjoint_nonce,0.03202324759757218,0.025433994496348276,0.078125,0.028764673679635627,0.029850746268656716,0.0,100,0.0,0.0625,0.016944493929108455,8.58925,8.589249999999998,8.589250000000002,8.58925,8.58925,8.58925,100,8.58925,8.589250000000002,9.44695030608341e-16,1.4382e+18,1.4382e+18,1.4382000000000003e+18,1.4382e+18,1.4382e+18,1.4381999999999997e+18,100,1.4381999999999997e+18,1.4382000000000003e+18,189.06853014425508,1.4382e+18,1.4382e+18,1.4382000000000003e+18,1.4382e+18,1.4382e+18,1.4381999999999995e+18,100,1.4381999999999995e+18,1.4382000000000003e+18,215.26399108672555
