tag,arm,N,seed,k_active,accepted_blocks,mean_interval_s,median_interval_s,p95_interval_s,stale_blocks
primary,E50-PC60,300,8177548632312565564,180,9,899.9019313158533,999.3672393879244,1565.475728922603,0
primary,E50-PC80,300,8177548632312565564,240,16,560.3545972808557,322.95389520543165,1439.74121231208,0
primary,E50-PC100,300,8177548632312565564,300,18,549.043394287388,277.0691975847416,1612.60237426054,0
primary,E50-CONV100,300,11117893399474783980,300,22,451.83620402043505,378.7368658745544,864.3883601114175,0
primary,E50-MT100,300,11117893399474783980,300,1,4451.853604496307,4451.853604496307,4451.853604496307,0
primary,E50-PC10,300,11117893399474783980,30,5,1256.6923837509848,325.37678064120547,607.2543982548445,0
primary,E50-PC20,300,11117893399474783980,60,8,833.4369278694383,301.23469107231267,2237.424609397017,0
primary,E50-PC30,300,11117893399474783980,90,11,881.8271596612532,319.4469657302108,2376.1486602684517,0
primary,E50-PC40,300,11117893399474783980,120,12,702.467523056659,367.1670299369671,1782.1114951999468,0
primary,E50-PC50,300,11117893399474783980,150,14,642.0366553633613,455.9236301051672,1535.7037090262788,0
primary,E50-PC60,300,11117893399474783980,180,14,535.0305461327476,379.9363584292347,1279.7530908207746,0
primary,E50-PC80,300,11117893399474783980,240,19,522.4638985683,387.4860352410819,1080.4854762908856,0
primary,E50-PC100,300,11117893399474783980,300,22,451.83621496181365,378.73687503005044,864.3883810536198,0
primary,E50-CONV100,300,10081885022360105039,300,22,439.4487958707923,386.38303160970577,760.4016552923179,0
primary,E50-MT100,300,10081885022360105039,300,0,,,,0
primary,E50-PC10,300,10081885022360105039,30,2,4361.388850400462,4361.388850400462,1118.7609637843577,0
primary,E50-PC20,300,10081885022360105039,60,5,1863.8179990729645,1668.5395313936945,1922.2515939892644,0
primary,E50-PC30,300,10081885022360105039,90,7,1247.8116033884328,1112.3596875700048,2448.4409729993235,0
primary,E50-PC40,300,10081885022360105039,120,10,925.7001871247039,897.6977813657625,1836.3307297273313,0
primary,E50-PC50,300,10081885022360105039,150,11,800.0921325473076,768.9006375901432,1469.0645837819743,0
primary,E50-PC60,300,10081885022360105039,180,12,830.8201736738289,643.9717349495304,1267.3361227988398,0
primary,E50-PC80,300,10081885022360105039,240,18,550.151307408374,448.84889069233594,1148.8356079738217,0
primary,E50-PC100,300,10081885022360105039,300,22,439.44880651669854,386.38304099359846,760.4016736609608,0
primary,E50-CONV100,300,4923552916831257795,300,17,570.4978249440467,377.63928361590854,1386.3539619890482,0
primary,E50-MT100,300,4923552916831257795,300,0,,,,0
primary,E50-PC10,300,4923552916831257795,30,0,,,,0
primary,E50-PC20,300,4923552916831257795,60,1,6222.627937108719,6222.627937108719,6222.627937108719,0
primary,E50-PC30,300,4923552916831257795,90,1,4148.418624735229,4148.418624735229,4148.418624735229,0
primary,E50-PC40,300,4923552916831257795,120,3,2790.3070830196098,3111.313968543286,3111.313968543286,0
primary,E50-PC50,300,4923552916831257795,150,5,1832.4520681254005,1883.1830176517403,2489.0511748165272,0
primary,E50-PC60,300,4923552916831257795,180,8,1218.3475746207755,1005.1892540919674,2074.209312354357,0
primary,E50-PC80,300,4923552916831257795,240,15,663.1317105396301,472.04911596504627,1555.6569842800873,0
primary,E50-PC100,300,4923552916831257795,300,17,570.4978387520887,377.63929275317764,1386.3539955876531,0
primary,E50-CONV100,300,6572291145813621428,300,7,1350.3202204461516,1196.659507728484,2345.192546182088,0
primary,E50-MT100,300,6572291145813621428,300,0,,,,0
primary,E50-PC10,300,6572291145813621428,30,0,,,,0
primary,E50-PC20,300,6572291145813621428,60,1,7232.118068135059,7232.118068135059,7232.118068135059,0
primary,E50-PC30,300,6572291145813621428,90,1,4821.412045388822,4821.412045388822,4821.412045388822,0
primary,E50-PC40,300,6572291145813621428,120,1,3616.0590340286594,3616.0590340286594,3616.0590340286594,0
primary,E50-PC50,300,6572291145813621428,150,3,3252.6668429486135,2892.8472272463905,2892.8472272463905,0
primary,E50-PC60,300,6572291145813621428,180,5,1970.1298774475408,1058.6276435958885,2410.7060226778526,0
primary,E50-PC80,300,6572291145813621428,240,6,1480.6352435689143,1144.8975768104501,1808.0295170283628,0
primary,E50-PC100,300,6572291145813621428,300,7,1350.320253141364,1196.6595367127882,2345.192602955514,0
primary,E50-CONV100,300,17112478889879003015,300,21,474.60644436361235,343.7124318648502,1240.0546960046224,0
primary,E50-MT100,300,17112478889879003015,300,0,,,,0
primary,E50-PC10,300,17112478889879003015,30,1,5664.718772270542,5664.718772270542,5664.718772270542,0
primary,E50-PC20,300,17112478889879003015,60,2,4908.350749997355,4908.350749997355,2832.359386155508,0
primary,E50-PC30,300,17112478889879003015,90,3,3286.3082677351067,3314.457136549727,3314.457136549727,0
primary,E50-PC40,300,17112478889879003015,120,3,2464.7312008082945,2485.8428523677408,2485.8428523677408,0
primary,E50-PC50,300,17112478889879003015,150,7,1398.594480084808,1132.9437544663467,2175.775677894072,0
primary,E50-PC60,300,17112478889879003015,180,8,1096.9160584771807,869.3560051223776,1813.1463982687128,0
primary,E50-PC80,300,17112478889879003015,240,13,768.037600923962,595.9441611144358,1579.0507887661186,0
primary,E50-PC100,300,17112478889879003015,300,21,474.60645585123495,343.71244017489875,1240.0547260359851,0
primary,E50-CONV100,300,9839921138141735050,300,12,768.8459455726114,611.9848589755261,1872.36465053494,0
primary,E50-MT100,300,9839921138141735050,300,0,,,,0
primary,E50-PC10,300,9839921138141735050,30,3,3207.4921438875826,3578.410878022042,3578.410878022042,0
primary,E50-PC20,300,9839921138141735050,60,4,1618.9890730370064,1726.9617576478072,1789.2054390565377,0
primary,E50-PC30,300,9839921138141735050,90,4,1079.3260486791273,1151.3078384252808,1192.8036260166407,0
primary,E50-PC40,300,9839921138141735050,120,5,1583.7779771592159,894.6027195581204,1247.4064778410493,0
primary,E50-PC50,300,9839921138141735050,150,5,1267.0223817108968,715.6821756086041,997.9251822222419,0
primary,E50-PC60,300,9839921138141735050,180,7,1396.5473358102481,831.6043185410472,3120.607826449705,0
primary,E50-PC80,300,9839921138141735050,240,10,999.0923662789742,764.9810922574866,2340.4558698740802,0
primary,E50-PC100,300,9839921138141735050,300,12,768.8459641925901,611.9848737882804,1872.3646958751287,0
primary,E50-CONV100,300,76950829605806397,300,18,508.6720293356846,472.4963896744499,1231.2518011533446,0
primary,E50-MT100,300,76950829605806397,300,0,,,,0
primary,E50-PC10,300,76950829605806397,30,0,,,,0
primary,E50-PC20,300,76950829605806397,60,2,4336.984355431344,4336.984355431344,3222.865983469723,0
primary,E50-PC30,300,76950829605806397,90,3,3295.6061923801435,3634.0684849380505,3634.0684849380505,0
primary,E50-PC40,300,76950829605806397,120,6,1591.14709852198,1409.8451621651375,2725.5513637147133,0
primary,E50-PC50,300,76950829605806397,150,7,1222.9836873269678,966.6058660555896,2180.4410909519947,0
primary,E50-PC60,300,76950829605806397,180,8,1167.0492597385733,939.8967747744384,2052.0863849761045,0
primary,E50-PC80,300,76950829605806397,240,15,624.1010916096415,577.1123365118623,1539.0647887307566,0
primary,E50-PC100,300,76950829605806397,300,18,508.6720416624988,472.4964010861071,1231.2518310066657,0
primary,E50-CONV100,300,4559695916379544378,300,17,582.0951287039918,407.86889088132125,1489.3440045137388,0
primary,E50-MT100,300,4559695916379544378,300,0,,,,0
primary,E50-PC10,300,4559695916379544378,30,0,,,,0
primary,E50-PC20,300,4559695916379544378,60,1,7446.720202866642,7446.720202866642,7446.720202866642,0
primary,E50-PC30,300,4559695916379544378,90,4,2382.9053835315895,1940.386346527775,2832.2614376916044,0
primary,E50-PC40,300,4559695916379544378,120,4,1787.179037633264,1455.289759868515,2124.1960782512874,0
primary,E50-PC50,300,4559695916379544378,150,7,1288.571770118771,703.6038719720677,2412.6016063105353,0
primary,E50-PC60,300,4559695916379544378,180,8,1075.6877716105182,837.5850369554253,2010.5013385876043,0
primary,E50-PC80,300,4559695916379544378,240,11,784.485852362222,816.6251354190291,1507.8760039157269,0
primary,E50-PC100,300,4559695916379544378,300,17,582.0951428047188,407.8689007467848,1489.344040583804,0
primary,E50-CONV100,300,18018684830827566070,300,12,829.9052498051361,807.3759883439428,1569.9181229084093,0
primary,E50-MT100,300,18018684830827566070,300,0,,,,0
primary,E50-PC10,300,18018684830827566070,30,0,,,,0
primary,E50-PC20,300,18018684830827566070,60,2,4967.515647974851,4967.515647974851,2393.781231911901,0
primary,E50-PC30,300,18018684830827566070,90,2,3311.6770986795636,3311.6770986795636,1595.8541546195588,0
primary,E50-PC40,300,18018684830827566070,120,4,2245.5160740263136,2483.757823982437,3770.625032032478,0
primary,E50-PC50,300,18018684830827566070,150,4,1796.4128592284655,1987.0062592067343,3016.500025608844,0
primary,E50-PC60,300,18018684830827566070,180,5,1741.0460357293362,2513.7500213892067,2616.530268187719,0
primary,E50-PC80,300,18018684830827566070,240,8,1154.256615774003,1103.5859217047941,1962.397701150125,0
primary,E50-PC100,300,18018684830827566070,300,12,829.9052699041716,807.3760079015831,1569.9181609147447,0
primary,E50-CONV100,300,11415035473929976970,300,23,381.26021155961223,182.83351166030388,809.6324653837152,0
primary,E50-MT100,300,11415035473929976970,300,0,,,,0
primary,E50-PC10,300,11415035473929976970,30,8,1222.0479617802403,738.5440883094468,1876.1479416945667,0
primary,E50-PC20,300,11415035473929976970,60,13,720.5420977098447,436.69275568396904,1926.9305357536512,0
primary,E50-PC30,300,11415035473929976970,90,15,610.8907153134261,291.128503767493,1284.9050392804138,0
primary,E50-PC40,300,11415035473929976970,120,16,535.2389891461121,310.73196629015786,1691.303279071337,0
primary,E50-PC50,300,11415035473929976970,150,16,428.1911913193708,248.58557304122039,1353.0426232202756,0
primary,E50-PC60,300,11415035473929976970,180,17,582.0100856262344,268.7450365034978,1349.3874749824204,0
primary,E50-PC80,300,11415035473929976970,240,20,476.66056704322597,222.61173875487924,1012.0406062147865,0
primary,E50-PC100,300,11415035473929976970,300,23,381.2602208013674,182.83351605181494,809.6324849756003,0
primary,E50-CONV100,300,5972818461147421061,300,11,820.6061668758693,473.6991747851877,1761.6233689820588,0
primary,E50-MT100,300,5972818461147421061,300,0,,,,0
primary,E50-PC10,300,5972818461147421061,30,1,4609.639230554299,4609.639230554299,4609.639230554299,0
primary,E50-PC20,300,5972818461147421061,60,3,2892.4259711078257,2304.8196152559067,2304.8196152559067,0
primary,E50-PC30,300,5972818461147421061,90,3,1928.2839807380055,1536.5464101328398,1536.5464101328398,0
primary,E50-PC40,300,5972818461147421061,120,4,2327.2228381913237,2132.118894715572,3111.827981845676,0
primary,E50-PC50,300,5972818461147421061,150,5,1953.2388810974624,2319.081323254169,2489.4623854404435,0
primary,E50-PC60,300,5972818461147421061,180,7,1349.3571577183036,789.4986437511398,2074.551987902035,0
primary,E50-PC80,300,5972818461147421061,240,9,969.7449257721513,592.1239828563652,1555.913990879502,0
primary,E50-PC100,300,5972818461147421061,300,11,820.6061867516107,473.6991862884589,1761.6234116268606,0
primary,E50-CONV100,300,11677511577610847452,300,15,623.4371217768007,622.8566605902276,1325.950810278054,0
primary,E50-MT100,300,11677511577610847452,300,0,,,,0
primary,E50-PC10,300,11677511577610847452,30,2,4946.373433090962,4946.373433090962,2607.734567768396,0
primary,E50-PC20,300,11677511577610847452,60,2,2473.186716536494,2473.186716536494,1303.867283878133,0
primary,E50-PC30,300,11677511577610847452,90,6,1662.726658671755,1472.7168874424558,2428.3374328113764,0
primary,E50-PC40,300,11677511577610847452,120,7,1365.9764949089126,1557.1416891746696,2079.5655003508346,0
primary,E50-PC50,300,11677511577610847452,150,10,995.0079981140083,883.6301324645224,1780.7148596143572,0
primary,E50-PC60,300,11677511577610847452,180,10,829.173331776831,736.3584437442446,1483.9290496936528,0
primary,E50-PC80,300,11677511577610847452,240,14,695.0758312807329,552.268832776697,1452.2630215686233,0
primary,E50-PC100,300,11677511577610847452,300,15,623.4371368643691,622.8566756441209,1325.9508423894877,0
primary,E50-CONV100,300,17891702655887131290,300,18,482.02384335801577,298.8129461845292,1020.5270344175153,0
primary,E50-MT100,300,17891702655887131290,300,0,,,,0
primary,E50-PC10,300,17891702655887131290,30,0,,,,0
primary,E50-PC20,300,17891702655887131290,60,3,2361.5222321390415,1003.810557188645,1003.810557188645,0
primary,E50-PC30,300,17891702655887131290,90,5,1794.0441580504648,1149.2478458443318,3097.9284801407384,0
primary,E50-PC40,300,17891702655887131290,120,6,1394.5045666550975,1250.6488458215667,2323.4463601063676,0
primary,E50-PC50,300,17891702655887131290,150,7,1400.9755740990543,1311.4894458425929,2041.0541182615514,0
primary,E50-PC60,300,17891702655887131290,180,8,1224.772463297234,1320.93605577704,1700.878431869221,0
primary,E50-PC80,300,17891702655887131290,240,14,692.6723219343842,568.4327726721076,1275.6588238970467,0
primary,E50-PC100,300,17891702655887131290,300,18,482.0238550260859,298.81295341632296,1020.5270591382148,0
primary,E50-CONV100,400,7695027954463196593,400,11,787.9044849551786,582.7696938701106,1595.3872915705135,0
primary,E50-MT100,400,7695027954463196593,400,0,,,,0
primary,E50-PC10,400,7695027954463196593,40,1,930.5263339938034,930.5263339938034,930.5263339938034,0
primary,E50-PC20,400,7695027954463196593,80,2,3964.093940436903,3964.093940436903,465.2631670141561,0
primary,E50-PC30,400,7695027954463196593,120,2,2642.7292936202575,2642.7292936202575,310.17544468128614,0
primary,E50-PC40,400,7695027954463196593,160,4,2401.106536621983,2446.428937129878,3731.4623569256914,0
primary,E50-PC50,400,7695027954463196593,200,5,1676.0781793649378,929.1164138387015,2985.169885524763,0
primary,E50-PC60,400,7695027954463196593,240,6,1462.2454731926462,1282.0387183232226,2487.641571271348,0
primary,E50-PC80,400,7695027954463196593,320,9,1025.1411938421938,580.6977586850908,1994.2342555816947,0
primary,E50-PC100,400,7695027954463196593,400,11,787.9045407273642,582.7697351110024,1595.3874045028872,0
primary,E50-CONV100,400,8525591707662220640,400,15,612.7777301418282,430.32606196669667,1921.6329909691556,0
primary,E50-MT100,400,8525591707662220640,400,0,,,,0
primary,E50-PC10,400,8525591707662220640,40,2,2702.923898642499,2702.923898642499,1558.4789098551523,0
primary,E50-PC20,400,8525591707662220640,80,2,1351.461949346149,1351.461949346149,779.2394549491839,0
primary,E50-PC30,400,8525591707662220640,120,5,1802.8117252204083,519.492969948453,1282.4562958329743,0
primary,E50-PC40,400,8525591707662220640,160,7,1380.6588698022974,961.8422218820533,1756.6352713910428,0
primary,E50-PC50,400,8525591707662220640,200,8,1164.6456915921128,843.7100277376373,1585.475861980477,0
primary,E50-PC60,400,8525591707662220640,240,11,855.6093879687331,717.2101540680607,1321.2298849647375,0
primary,E50-PC80,400,8525591707662220640,320,14,708.8246092950304,509.4143632382029,2402.041408754676,0
primary,E50-PC100,400,8525591707662220640,400,15,612.7777735148591,430.3260924348969,1921.6331269873906,0
primary,E50-CONV100,400,12108552042459345255,400,14,654.2332057835894,429.3032988617445,1641.2039298503728,0
primary,E50-MT100,400,12108552042459345255,400,0,,,,0
primary,E50-PC10,400,12108552042459345255,40,0,,,,0
primary,E50-PC20,400,12108552042459345255,80,2,4582.347230065947,4582.347230065947,958.6742300640906,0
primary,E50-PC30,400,12108552042459345255,120,2,3054.8981533639835,3054.8981533639835,639.1161533587856,0
primary,E50-PC40,400,12108552042459345255,160,4,2329.0515522079295,2291.173615011963,4103.010115006171,0
primary,E50-PC50,400,12108552042459345255,200,6,1411.2973682358397,589.1821647969127,3282.4080920156325,0
primary,E50-PC60,400,12108552042459345255,240,7,1377.2160482506636,662.4121979726556,2735.3400766979603,0
primary,E50-PC80,400,12108552042459345255,320,12,832.4482671001914,511.0865068636899,2051.505057516455,0
primary,E50-PC100,400,12108552042459345255,400,14,654.233252085675,429.3033292464563,1641.204046006683,0
primary,E50-CONV100,400,16218162384852915827,400,25,389.85964612345566,243.51887233431648,966.226949369096,0
primary,E50-MT100,400,16218162384852915827,400,0,,,,0
primary,E50-PC10,400,16218162384852915827,40,3,1456.5535349680051,1704.6885846461864,1704.6885846461864,0
primary,E50-PC20,400,16218162384852915827,80,5,1508.4163452473958,1159.8655669505565,1220.9490083139497,0
primary,E50-PC30,400,16218162384852915827,120,9,1014.8455969846993,773.2437113259833,2151.019336942431,0
primary,E50-PC40,400,16218162384852915827,160,10,753.4011351527555,595.203643803135,1613.264502712311,0
primary,E50-PC50,400,16218162384852915827,200,12,742.3602430663512,476.16291504455387,1654.5209661592587,0
primary,E50-PC60,400,16218162384852915827,240,15,648.857069491506,405.86481594749887,1610.378362916447,0
primary,E50-PC80,400,16218162384852915827,320,18,546.3789873599858,304.8179320334997,1658.1525966028926,0
primary,E50-PC100,400,16218162384852915827,400,25,389.85967371547457,243.51888954364918,966.2270177525927,0
primary,E50-CONV100,400,3678478102310266571,400,18,488.6080905290503,396.6566547097817,1475.7820827938442,0
primary,E50-MT100,400,3678478102310266571,400,0,,,,0
primary,E50-PC10,400,3678478102310266571,40,1,2360.352107092281,2360.352107092281,2360.352107092281,0
primary,E50-PC20,400,3678478102310266571,80,2,4279.543494895289,4279.543494895289,1180.1760535454582,0
primary,E50-PC30,400,3678478102310266571,120,8,1126.5103970066696,493.8402533274535,2047.2499494414628,0
primary,E50-PC40,400,3678478102310266571,160,9,1027.9313520423027,443.0971104218724,2492.3197863282676,0
primary,E50-PC50,400,3678478102310266571,200,13,737.3243584026825,354.4776882866227,1993.8558290470044,0
primary,E50-PC60,400,3678478102310266571,240,14,623.910154749297,344.395045739667,1661.5465242116143,0
primary,E50-PC80,400,3678478102310266571,320,17,574.8610186757882,438.2931255533864,1844.7277340431444,0
primary,E50-PC100,400,3678478102310266571,400,18,488.6081251179106,396.6566827833766,1475.782187240691,0
primary,E50-CONV100,400,876786005621288851,400,27,334.84119067269955,280.7355283518029,830.7579190301512,0
primary,E50-MT100,400,876786005621288851,400,0,,,,0
primary,E50-PC10,400,876786005621288851,40,2,4162.064962900137,4162.064962900137,2809.146430472681,0
primary,E50-PC20,400,876786005621288851,80,4,2292.862775987916,2504.693070530586,2669.1817410293556,0
primary,E50-PC30,400,876786005621288851,120,6,1517.093097834487,1669.795380356125,1838.3278317618337,0
primary,E50-PC40,400,876786005621288851,160,7,1306.883284813931,1334.5908705264633,1539.3545177160088,0
primary,E50-PC50,400,876786005621288851,200,12,831.929073570731,857.8831332976249,1231.4836141930273,0
primary,E50-PC60,400,876786005621288851,240,14,645.4800636914972,558.9640802768818,1026.236345181062,0
primary,E50-PC80,400,876786005621288851,320,22,412.7374074954162,339.91617168631507,769.6772588824851,0
primary,E50-PC100,400,876786005621288851,400,27,334.8412143726453,280.7355482547355,830.7579778464108,0
primary,E50-CONV100,400,5865549906742908637,400,18,548.5444663800605,341.27575269350774,1391.2883654070838,0
primary,E50-MT100,400,5865549906742908637,400,0,,,,0
primary,E50-PC10,400,5865549906742908637,40,0,,,,0
primary,E50-PC20,400,5865549906742908637,80,5,1896.3541411547249,752.3893074389865,2669.5651941280753,0
primary,E50-PC30,400,5865549906742908637,120,9,1023.0837500469827,501.5928716238488,1779.7101294232548,0
primary,E50-PC40,400,5865549906742908637,160,10,931.3660563780602,591.0184382875615,2407.8452509648755,0
primary,E50-PC50,400,5865549906742908637,200,10,745.0928451012129,472.8147506370723,1926.2762007810825,0
primary,E50-PC60,400,5865549906742908637,240,11,832.4178723254582,537.2281485616868,1691.4946265282247,0
primary,E50-PC80,400,5865549906742908637,320,12,717.2131688791419,426.5947210684743,1739.1105798858216,0
primary,E50-PC100,400,5865549906742908637,400,18,548.5445052079793,341.2757768458788,1391.2884638921685,0
primary,E50-CONV100,400,15633523601349685045,400,14,687.3256516270434,347.2707882593138,1608.9235245862596,0
primary,E50-MT100,400,15633523601349685045,400,0,,,,0
primary,E50-PC10,400,15633523601349685045,40,1,4981.930384142599,4981.930384142599,4981.930384142599,0
primary,E50-PC20,400,15633523601349685045,80,2,4923.663828853892,4923.663828853892,2490.9651920780557,0
primary,E50-PC30,400,15633523601349685045,120,4,2404.668001965209,1758.2960056426891,1855.9485499032926,0
primary,E50-PC40,400,15633523601349685045,160,5,1509.4976897765848,1245.4825960295968,1391.9614124326883,0
primary,E50-PC50,400,15633523601349685045,200,5,1207.5981518261356,996.3860768452969,1113.5691299620241,0
primary,E50-PC60,400,15633523601349685045,240,6,1642.5206662568457,879.1480028390419,2452.120821891019,0
primary,E50-PC80,400,15633523601349685045,320,9,1097.3856528349604,622.7412980188794,2011.1545480728541,0
primary,E50-PC100,400,15633523601349685045,400,14,687.3257002774967,347.2708128440422,1608.9236384681817,0
primary,E50-CONV100,400,14497997932990664800,400,13,755.9910069120468,590.1902580929552,1370.1099050400833,0
primary,E50-MT100,400,14497997932990664800,400,0,,,,0
primary,E50-PC10,400,14497997932990664800,40,0,,,,0
primary,E50-PC20,400,14497997932990664800,80,2,4684.719214133355,4684.719214133355,2430.315816107903,0
primary,E50-PC30,400,14497997932990664800,120,4,2104.0715089897635,1584.2578012955544,1620.2105440775108,0
primary,E50-PC40,400,14497997932990664800,160,5,1947.4979063952114,1215.157908036451,3425.275005013964,0
primary,E50-PC50,400,14497997932990664800,200,7,1337.0360922766652,972.1263264332263,2740.2200040036373,0
primary,E50-PC60,400,14497997932990664800,240,8,1228.4184682180357,841.0020017623638,2283.5166700201207,0
primary,E50-PC80,400,14497997932990664800,320,11,879.0779833936107,653.9240485912941,1712.6375024876672,0
primary,E50-PC100,400,14497997932990664800,400,13,755.9910604213869,590.1902998645309,1370.1100019870594,0
primary,E50-CONV100,400,5634683829678867503,400,18,506.7160266116191,297.48656744229106,1296.8739323541781,0
primary,E50-MT100,400,5634683829678867503,400,0,,,,0
primary,E50-PC10,400,5634683829678867503,40,3,3129.9493811948005,2958.5317344248483,2958.5317344248483,0
primary,E50-PC20,400,5634683829678867503,80,4,2410.2316617784045,1634.8356226994588,1790.4053781708956,0
primary,E50-PC30,400,5634683829678867503,120,9,953.4979948074322,950.1685509594417,1193.6035854157085,0
primary,E50-PC40,400,5634683829678867503,160,12,762.5253031140236,573.6641511815618,2122.586518204275,0
primary,E50-PC50,400,5634683829678867503,200,13,762.6146890897528,570.1011306005788,1978.4010301184042,0
primary,E50-PC60,400,5634683829678867503,240,13,635.5122409085129,475.0842755064142,1648.6675251100849,0
primary,E50-PC80,400,5634683829678867503,320,15,624.3954809711229,369.81646680469413,1621.092530161154,0
primary,E50-PC100,400,5634683829678867503,400,18,506.7160624794124,297.4865885124111,1296.8740241524176,0
primary,E50-CONV100,400,11032126464482234521,400,16,601.497927827927,553.7312568052171,947.5735518413005,0
primary,E50-MT100,400,11032126464482234521,400,0,,,,0
primary,E50-PC10,400,11032126464482234521,40,2,4014.8832811452567,4014.8832811452567,2800.7893934832723,0
primary,E50-PC20,400,11032126464482234521,80,4,2193.2981926641837,2007.4416405531047,2614.4885843734955,0
primary,E50-PC30,400,11032126464482234521,120,7,1398.1940808386278,933.5964644925978,2741.694304850677,0
primary,E50-PC40,400,11032126464482234521,160,9,1049.2842206911594,943.32041621797,2056.270728658961,0
primary,E50-PC50,400,11032126464482234521,200,9,839.4273765551035,754.6563329579832,1645.0165829107455,0
primary,E50-PC60,400,11032126464482234521,240,11,888.3429768360752,628.8802774648177,1579.2893648482993,0
primary,E50-PC80,400,11032126464482234521,320,13,719.7220492966856,579.8593227876527,1184.467023646641,0
primary,E50-PC100,400,11032126464482234521,400,16,601.4979704041036,553.7312960071633,947.5736189089292,0
primary,E50-CONV100,400,5708610443790281403,400,20,458.2226938123613,433.4971905774212,1044.078524882148,0
primary,E50-MT100,400,5708610443790281403,400,0,,,,0
