tag,arm,N,seed,k_active,U_exact,unique_coverage_rate_per_s,coverage_retention_vs_MT100
primary,E50-CONV100,300,5972818461147421061,300,702000000000000000000,7.02e+16,299.9999995319889
primary,E50-MT100,300,5972818461147421061,300,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,300,5972818461147421061,30,70199998300150077986,7019999830015008.0,29.999999226767304
primary,E50-PC20,300,5972818461147421061,60,140399996600300155993,1.4039999660030016e+16,59.99999845353461
primary,E50-PC30,300,5972818461147421061,90,210599994900450233957,2.1059999490045024e+16,89.99999768030192
primary,E50-PC40,300,5972818461147421061,120,280799993200600311985,2.807999932006003e+16,119.99999690706922
primary,E50-PC50,300,5972818461147421061,150,350999991500750389980,3.509999915007504e+16,149.99999613383653
primary,E50-PC60,300,5972818461147421061,180,421199989800900468042,4.211999898009005e+16,179.99999536060383
primary,E50-PC80,300,5972818461147421061,240,561599986401200624135,5.615999864012006e+16,239.99999381413843
primary,E50-PC100,300,5972818461147421061,300,701999983001500780480,7.019999830015008e+16,299.99999226767306
primary,E50-CONV100,300,11677511577610847452,300,702000000000000000000,7.02e+16,299.9999995319889
primary,E50-MT100,300,11677511577610847452,300,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,300,11677511577610847452,30,70199998300150077997,7019999830015008.0,29.999999226767304
primary,E50-PC20,300,11677511577610847452,60,140399996600300155994,1.4039999660030016e+16,59.99999845353461
primary,E50-PC30,300,11677511577610847452,90,210599994900450234052,2.1059999490045024e+16,89.99999768030192
primary,E50-PC40,300,11677511577610847452,120,280799993200600312111,2.807999932006003e+16,119.99999690706922
primary,E50-PC50,300,11677511577610847452,150,350999991500750390188,3.509999915007504e+16,149.99999613383653
primary,E50-PC60,300,11677511577610847452,180,421199989800900468165,4.211999898009005e+16,179.99999536060383
primary,E50-PC80,300,11677511577610847452,240,561599986401200624467,5.615999864012006e+16,239.99999381413843
primary,E50-PC100,300,11677511577610847452,300,701999983001500780584,7.019999830015008e+16,299.99999226767306
primary,E50-CONV100,300,17891702655887131290,300,702000000000000000000,7.02e+16,299.9999995319889
primary,E50-MT100,300,17891702655887131290,300,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,300,17891702655887131290,30,70199998300150077976,7019999830015008.0,29.999999226767304
primary,E50-PC20,300,17891702655887131290,60,140399996600300155994,1.4039999660030016e+16,59.99999845353461
primary,E50-PC30,300,17891702655887131290,90,210599994900450234019,2.1059999490045024e+16,89.99999768030192
primary,E50-PC40,300,17891702655887131290,120,280799993200600312029,2.807999932006003e+16,119.99999690706922
primary,E50-PC50,300,17891702655887131290,150,350999991500750390032,3.509999915007504e+16,149.99999613383653
primary,E50-PC60,300,17891702655887131290,180,421199989800900468101,4.211999898009005e+16,179.99999536060383
primary,E50-PC80,300,17891702655887131290,240,561599986401200624302,5.615999864012006e+16,239.99999381413843
primary,E50-PC100,300,17891702655887131290,300,701999983001500780584,7.019999830015008e+16,299.99999226767306
primary,E50-CONV100,400,7695027954463196593,400,936000000000000000000,9.36e+16,399.9999993759852
primary,E50-MT100,400,7695027954463196593,400,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,400,7695027954463196593,40,93599993374944202197,9359999337494420.0,39.9999971063781
primary,E50-PC20,400,7695027954463196593,80,187199986749888404394,1.871999867498884e+16,79.9999942127562
primary,E50-PC30,400,7695027954463196593,120,280799980124832606591,2.807999801248326e+16,119.99999131913431
primary,E50-PC40,400,7695027954463196593,160,374399973499776809031,3.743999734997768e+16,159.9999884255124
primary,E50-PC50,400,7695027954463196593,200,467999966874721011136,4.67999966874721e+16,199.99998553189053
primary,E50-PC60,400,7695027954463196593,240,561599960249665213364,5.615999602496652e+16,239.99998263826862
primary,E50-PC80,400,7695027954463196593,320,748799946999553618062,7.487999469995536e+16,319.9999768510248
primary,E50-PC100,400,7695027954463196593,400,935999933749442023184,9.35999933749442e+16,399.99997106378106
primary,E50-CONV100,400,8525591707662220640,400,936000000000000000000,9.36e+16,399.9999993759852
primary,E50-MT100,400,8525591707662220640,400,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,400,8525591707662220640,40,93599993374944202196,9359999337494420.0,39.9999971063781
primary,E50-PC20,400,8525591707662220640,80,187199986749888404394,1.871999867498884e+16,79.9999942127562
primary,E50-PC30,400,8525591707662220640,120,280799980124832606773,2.807999801248326e+16,119.99999131913431
primary,E50-PC40,400,8525591707662220640,160,374399973499776809274,3.743999734997768e+16,159.9999884255124
primary,E50-PC50,400,8525591707662220640,200,467999966874721011440,4.67999966874721e+16,199.99998553189053
primary,E50-PC60,400,8525591707662220640,240,561599960249665214093,5.615999602496652e+16,239.99998263826862
primary,E50-PC80,400,8525591707662220640,320,748799946999553618790,7.487999469995536e+16,319.9999768510248
primary,E50-PC100,400,8525591707662220640,400,935999933749442023792,9.35999933749442e+16,399.99997106378106
primary,E50-CONV100,400,12108552042459345255,400,936000000000000000000,9.36e+16,399.9999993759852
primary,E50-MT100,400,12108552042459345255,400,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,400,12108552042459345255,40,93599993374944202167,9359999337494420.0,39.9999971063781
primary,E50-PC20,400,12108552042459345255,80,187199986749888404394,1.871999867498884e+16,79.9999942127562
primary,E50-PC30,400,12108552042459345255,120,280799980124832606499,2.807999801248326e+16,119.99999131913431
primary,E50-PC40,400,12108552042459345255,160,374399973499776808788,3.743999734997768e+16,159.9999884255124
primary,E50-PC50,400,12108552042459345255,200,467999966874721011288,4.67999966874721e+16,199.99998553189053
primary,E50-PC60,400,12108552042459345255,240,561599960249665213727,5.615999602496652e+16,239.99998263826862
primary,E50-PC80,400,12108552042459345255,320,748799946999553618792,7.487999469995536e+16,319.9999768510248
primary,E50-PC100,400,12108552042459345255,400,935999933749442023488,9.35999933749442e+16,399.99997106378106
primary,E50-CONV100,400,16218162384852915827,400,936000000000000000000,9.36e+16,399.9999993759852
primary,E50-MT100,400,16218162384852915827,400,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,400,16218162384852915827,40,93599993374944202197,9359999337494420.0,39.9999971063781
primary,E50-PC20,400,16218162384852915827,80,187199986749888404515,1.871999867498884e+16,79.9999942127562
primary,E50-PC30,400,16218162384852915827,120,280799980124832606956,2.807999801248326e+16,119.99999131913431
primary,E50-PC40,400,16218162384852915827,160,374399973499776809275,3.743999734997768e+16,159.9999884255124
primary,E50-PC50,400,16218162384852915827,200,467999966874721011592,4.67999966874721e+16,199.99998553189053
primary,E50-PC60,400,16218162384852915827,240,561599960249665214092,5.615999602496652e+16,239.99998263826862
primary,E50-PC80,400,16218162384852915827,320,748799946999553619277,7.487999469995536e+16,319.9999768510248
primary,E50-PC100,400,16218162384852915827,400,935999933749442025312,9.35999933749442e+16,399.99997106378106
primary,E50-CONV100,400,3678478102310266571,400,936000000000000000000,9.36e+16,399.9999993759852
primary,E50-MT100,400,3678478102310266571,400,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,400,3678478102310266571,40,93599993374944202167,9359999337494420.0,39.9999971063781
primary,E50-PC20,400,3678478102310266571,80,187199986749888404394,1.871999867498884e+16,79.9999942127562
primary,E50-PC30,400,3678478102310266571,120,280799980124832606954,2.807999801248326e+16,119.99999131913431
primary,E50-PC40,400,3678478102310266571,160,374399973499776809397,3.743999734997768e+16,159.9999884255124
primary,E50-PC50,400,3678478102310266571,200,467999966874721012048,4.67999966874721e+16,199.99998553189053
primary,E50-PC60,400,3678478102310266571,240,561599960249665214641,5.615999602496652e+16,239.99998263826862
primary,E50-PC80,400,3678478102310266571,320,748799946999553619764,7.487999469995536e+16,319.9999768510248
primary,E50-PC100,400,3678478102310266571,400,935999933749442024400,9.35999933749442e+16,399.99997106378106
primary,E50-CONV100,400,876786005621288851,400,936000000000000000000,9.36e+16,399.9999993759852
primary,E50-MT100,400,876786005621288851,400,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,400,876786005621288851,40,93599993374944202167,9359999337494420.0,39.9999971063781
primary,E50-PC20,400,876786005621288851,80,187199986749888404391,1.871999867498884e+16,79.9999942127562
primary,E50-PC30,400,876786005621288851,120,280799980124832606682,2.807999801248326e+16,119.99999131913431
primary,E50-PC40,400,876786005621288851,160,374399973499776808908,3.743999734997768e+16,159.9999884255124
primary,E50-PC50,400,876786005621288851,200,467999966874721011592,4.67999966874721e+16,199.99998553189053
primary,E50-PC60,400,876786005621288851,240,561599960249665214094,5.615999602496652e+16,239.99998263826862
primary,E50-PC80,400,876786005621288851,320,748799946999553620005,7.487999469995536e+16,319.9999768510248
primary,E50-PC100,400,876786005621288851,400,935999933749442025616,9.35999933749442e+16,399.99997106378106
primary,E50-CONV100,400,5865549906742908637,400,936000000000000000000,9.36e+16,399.9999993759852
primary,E50-MT100,400,5865549906742908637,400,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,400,5865549906742908637,40,93599993374944202167,9359999337494420.0,39.9999971063781
primary,E50-PC20,400,5865549906742908637,80,187199986749888404455,1.871999867498884e+16,79.9999942127562
primary,E50-PC30,400,5865549906742908637,120,280799980124832606775,2.807999801248326e+16,119.99999131913431
primary,E50-PC40,400,5865549906742908637,160,374399973499776809030,3.743999734997768e+16,159.9999884255124
primary,E50-PC50,400,5865549906742908637,200,467999966874721011440,4.67999966874721e+16,199.99998553189053
primary,E50-PC60,400,5865549906742908637,240,561599960249665213730,5.615999602496652e+16,239.99998263826862
primary,E50-PC80,400,5865549906742908637,320,748799946999553618552,7.487999469995536e+16,319.9999768510248
primary,E50-PC100,400,5865549906742908637,400,935999933749442024704,9.35999933749442e+16,399.99997106378106
primary,E50-CONV100,400,15633523601349685045,400,936000000000000000000,9.36e+16,399.9999993759852
primary,E50-MT100,400,15633523601349685045,400,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,400,15633523601349685045,40,93599993374944202167,9359999337494420.0,39.9999971063781
primary,E50-PC20,400,15633523601349685045,80,187199986749888404393,1.871999867498884e+16,79.9999942127562
primary,E50-PC30,400,15633523601349685045,120,280799980124832606681,2.807999801248326e+16,119.99999131913431
primary,E50-PC40,400,15633523601349685045,160,374399973499776808908,3.743999734997768e+16,159.9999884255124
primary,E50-PC50,400,15633523601349685045,200,467999966874721011440,4.67999966874721e+16,199.99998553189053
primary,E50-PC60,400,15633523601349685045,240,561599960249665213730,5.615999602496652e+16,239.99998263826862
primary,E50-PC80,400,15633523601349685045,320,748799946999553618791,7.487999469995536e+16,319.9999768510248
primary,E50-PC100,400,15633523601349685045,400,935999933749442023792,9.35999933749442e+16,399.99997106378106
primary,E50-CONV100,400,14497997932990664800,400,936000000000000000000,9.36e+16,399.9999993759852
primary,E50-MT100,400,14497997932990664800,400,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,400,14497997932990664800,40,93599993374944202167,9359999337494420.0,39.9999971063781
primary,E50-PC20,400,14497997932990664800,80,187199986749888404333,1.871999867498884e+16,79.9999942127562
primary,E50-PC30,400,14497997932990664800,120,280799980124832606681,2.807999801248326e+16,119.99999131913431
primary,E50-PC40,400,14497997932990664800,160,374399973499776808909,3.743999734997768e+16,159.9999884255124
primary,E50-PC50,400,14497997932990664800,200,467999966874721011288,4.67999966874721e+16,199.99998553189053
primary,E50-PC60,400,14497997932990664800,240,561599960249665213550,5.615999602496652e+16,239.99998263826862
primary,E50-PC80,400,14497997932990664800,320,748799946999553618548,7.487999469995536e+16,319.9999768510248
primary,E50-PC100,400,14497997932990664800,400,935999933749442023792,9.35999933749442e+16,399.99997106378106
primary,E50-CONV100,400,5634683829678867503,400,936000000000000000000,9.36e+16,399.9999993759852
primary,E50-MT100,400,5634683829678867503,400,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,400,5634683829678867503,40,93599993374944202197,9359999337494420.0,39.9999971063781
primary,E50-PC20,400,5634683829678867503,80,187199986749888404394,1.871999867498884e+16,79.9999942127562
primary,E50-PC30,400,5634683829678867503,120,280799980124832606865,2.807999801248326e+16,119.99999131913431
primary,E50-PC40,400,5634683829678867503,160,374399973499776809393,3.743999734997768e+16,159.9999884255124
primary,E50-PC50,400,5634683829678867503,200,467999966874721011744,4.67999966874721e+16,199.99998553189053
primary,E50-PC60,400,5634683829678867503,240,561599960249665214092,5.615999602496652e+16,239.99998263826862
primary,E50-PC80,400,5634683829678867503,320,748799946999553618791,7.487999469995536e+16,319.9999768510248
primary,E50-PC100,400,5634683829678867503,400,935999933749442024704,9.35999933749442e+16,399.99997106378106
primary,E50-CONV100,400,11032126464482234521,400,936000000000000000000,9.36e+16,399.9999993759852
primary,E50-MT100,400,11032126464482234521,400,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,400,11032126464482234521,40,93599993374944202196,9359999337494420.0,39.9999971063781
primary,E50-PC20,400,11032126464482234521,80,187199986749888404454,1.871999867498884e+16,79.9999942127562
primary,E50-PC30,400,11032126464482234521,120,280799980124832606864,2.807999801248326e+16,119.99999131913431
primary,E50-PC40,400,11032126464482234521,160,374399973499776809273,3.743999734997768e+16,159.9999884255124
primary,E50-PC50,400,11032126464482234521,200,467999966874721011592,4.67999966874721e+16,199.99998553189053
primary,E50-PC60,400,11032126464482234521,240,561599960249665214095,5.615999602496652e+16,239.99998263826862
primary,E50-PC80,400,11032126464482234521,320,748799946999553619034,7.487999469995536e+16,319.9999768510248
primary,E50-PC100,400,11032126464482234521,400,935999933749442024400,9.35999933749442e+16,399.99997106378106
primary,E50-CONV100,400,5708610443790281403,400,936000000000000000000,9.36e+16,399.9999993759852
primary,E50-MT100,400,5708610443790281403,400,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,400,5708610443790281403,40,93599993374944202167,9359999337494420.0,39.9999971063781
primary,E50-PC20,400,5708610443790281403,80,187199986749888404454,1.871999867498884e+16,79.9999942127562
primary,E50-PC30,400,5708610443790281403,120,280799980124832606683,2.807999801248326e+16,119.99999131913431
primary,E50-PC40,400,5708610443790281403,160,374399973499776808910,3.743999734997768e+16,159.9999884255124
primary,E50-PC50,400,5708610443790281403,200,467999966874721011592,4.67999966874721e+16,199.99998553189053
primary,E50-PC60,400,5708610443790281403,240,561599960249665214277,5.615999602496652e+16,239.99998263826862
primary,E50-PC80,400,5708610443790281403,320,748799946999553619278,7.487999469995536e+16,319.9999768510248
primary,E50-PC100,400,5708610443790281403,400,935999933749442024400,9.35999933749442e+16,399.99997106378106
primary,E50-CONV100,400,4972874671198070758,400,936000000000000000000,9.36e+16,399.9999993759852
primary,E50-MT100,400,4972874671198070758,400,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,400,4972874671198070758,40,93599993374944202196,9359999337494420.0,39.9999971063781
primary,E50-PC20,400,4972874671198070758,80,187199986749888404514,1.871999867498884e+16,79.9999942127562
primary,E50-PC30,400,4972874671198070758,120,280799980124832606683,2.807999801248326e+16,119.99999131913431
primary,E50-PC40,400,4972874671198070758,160,374399973499776809151,3.743999734997768e+16,159.9999884255124
primary,E50-PC50,400,4972874671198070758,200,467999966874721011288,4.67999966874721e+16,199.99998553189053
primary,E50-PC60,400,4972874671198070758,240,561599960249665213544,5.615999602496652e+16,239.99998263826862
primary,E50-PC80,400,4972874671198070758,320,748799946999553618547,7.487999469995536e+16,319.9999768510248
primary,E50-PC100,400,4972874671198070758,400,935999933749442023792,9.35999933749442e+16,399.99997106378106
primary,E50-CONV100,400,15110839482730944980,400,936000000000000000000,9.36e+16,399.9999993759852
primary,E50-MT100,400,15110839482730944980,400,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,400,15110839482730944980,40,93599993374944202167,9359999337494420.0,39.9999971063781
primary,E50-PC20,400,15110839482730944980,80,187199986749888404393,1.871999867498884e+16,79.9999942127562
primary,E50-PC30,400,15110839482730944980,120,280799980124832606681,2.807999801248326e+16,119.99999131913431
primary,E50-PC40,400,15110839482730944980,160,374399973499776808909,3.743999734997768e+16,159.9999884255124
primary,E50-PC50,400,15110839482730944980,200,467999966874721010832,4.67999966874721e+16,199.99998553189053
primary,E50-PC60,400,15110839482730944980,240,561599960249665213180,5.615999602496652e+16,239.99998263826862
primary,E50-PC80,400,15110839482730944980,320,748799946999553617819,7.487999469995536e+16,319.9999768510248
primary,E50-PC100,400,15110839482730944980,400,935999933749442022272,9.35999933749442e+16,399.99997106378106
primary,E50-CONV100,400,8623653743411919337,400,936000000000000000000,9.36e+16,399.9999993759852
primary,E50-MT100,400,8623653743411919337,400,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,400,8623653743411919337,40,93599993374944202227,9359999337494420.0,39.9999971063781
primary,E50-PC20,400,8623653743411919337,80,187199986749888404516,1.871999867498884e+16,79.9999942127562
primary,E50-PC30,400,8623653743411919337,120,280799980124832606773,2.807999801248326e+16,119.99999131913431
primary,E50-PC40,400,8623653743411919337,160,374399973499776809273,3.743999734997768e+16,159.9999884255124
primary,E50-PC50,400,8623653743411919337,200,467999966874721011288,4.67999966874721e+16,199.99998553189053
primary,E50-PC60,400,8623653743411919337,240,561599960249665214094,5.615999602496652e+16,239.99998263826862
primary,E50-PC80,400,8623653743411919337,320,748799946999553618792,7.487999469995536e+16,319.9999768510248
primary,E50-PC100,400,8623653743411919337,400,935999933749442023792,9.35999933749442e+16,399.99997106378106
primary,E50-CONV100,400,1326031443968983885,400,936000000000000000000,9.36e+16,399.9999993759852
primary,E50-MT100,400,1326031443968983885,400,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,400,1326031443968983885,40,93599993374944202196,9359999337494420.0,39.9999971063781
primary,E50-PC20,400,1326031443968983885,80,187199986749888404455,1.871999867498884e+16,79.9999942127562
primary,E50-PC30,400,1326031443968983885,120,280799980124832606773,2.807999801248326e+16,119.99999131913431
primary,E50-PC40,400,1326031443968983885,160,374399973499776809031,3.743999734997768e+16,159.9999884255124
primary,E50-PC50,400,1326031443968983885,200,467999966874721011440,4.67999966874721e+16,199.99998553189053
primary,E50-PC60,400,1326031443968983885,240,561599960249665213729,5.615999602496652e+16,239.99998263826862
primary,E50-PC80,400,1326031443968983885,320,748799946999553619282,7.487999469995536e+16,319.9999768510248
primary,E50-PC100,400,1326031443968983885,400,935999933749442025616,9.35999933749442e+16,399.99997106378106
primary,E50-CONV100,400,8177548632312565564,400,936000000000000000000,9.36e+16,399.9999993759852
primary,E50-MT100,400,8177548632312565564,400,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,400,8177548632312565564,40,93599993374944202166,9359999337494420.0,39.9999971063781
primary,E50-PC20,400,8177548632312565564,80,187199986749888404393,1.871999867498884e+16,79.9999942127562
primary,E50-PC30,400,8177548632312565564,120,280799980124832606590,2.807999801248326e+16,119.99999131913431
primary,E50-PC40,400,8177548632312565564,160,374399973499776809031,3.743999734997768e+16,159.9999884255124
primary,E50-PC50,400,8177548632312565564,200,467999966874721011440,4.67999966874721e+16,199.99998553189053
primary,E50-PC60,400,8177548632312565564,240,561599960249665213726,5.615999602496652e+16,239.99998263826862
primary,E50-PC80,400,8177548632312565564,320,748799946999553619034,7.487999469995536e+16,319.9999768510248
primary,E50-PC100,400,8177548632312565564,400,935999933749442024704,9.35999933749442e+16,399.99997106378106
primary,E50-CONV100,400,11117893399474783980,400,936000000000000000000,9.36e+16,399.9999987879365
primary,E50-MT100,400,11117893399474783980,400,2340000007090571756,234000000709057.2,1.0
primary,E50-PC10,400,11117893399474783980,40,93599993374944202258,9359999337494420.0,39.99999704757323
primary,E50-PC20,400,11117893399474783980,80,187199986749888404577,1.871999867498884e+16,79.99999409514646
primary,E50-PC30,400,11117893399474783980,120,280799980124832606954,2.807999801248326e+16,119.99999114271968
primary,E50-PC40,400,11117893399474783980,160,374399973499776809277,3.743999734997768e+16,159.99998819029292
primary,E50-PC50,400,11117893399474783980,200,467999966874721011592,4.67999966874721e+16,199.99998523786613
primary,E50-PC60,400,11117893399474783980,240,561599960249665214092,5.615999602496652e+16,239.99998228543936
primary,E50-PC80,400,11117893399474783980,320,748799946999553619277,7.487999469995536e+16,319.99997638058585
primary,E50-PC100,400,11117893399474783980,400,935999933749442024704,9.35999933749442e+16,399.99997047573225
primary,E50-CONV100,400,10081885022360105039,400,936000000000000000000,9.36e+16,399.9999993759852
primary,E50-MT100,400,10081885022360105039,400,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,400,10081885022360105039,40,93599993374944202167,9359999337494420.0,39.9999971063781
primary,E50-PC20,400,10081885022360105039,80,187199986749888404394,1.871999867498884e+16,79.9999942127562
primary,E50-PC30,400,10081885022360105039,120,280799980124832606680,2.807999801248326e+16,119.99999131913431
primary,E50-PC40,400,10081885022360105039,160,374399973499776809153,3.743999734997768e+16,159.9999884255124
primary,E50-PC50,400,10081885022360105039,200,467999966874721011440,4.67999966874721e+16,199.99998553189053
primary,E50-PC60,400,10081885022360105039,240,561599960249665213727,5.615999602496652e+16,239.99998263826862
primary,E50-PC80,400,10081885022360105039,320,748799946999553619520,7.487999469995536e+16,319.9999768510248
primary,E50-PC100,400,10081885022360105039,400,935999933749442024704,9.35999933749442e+16,399.99997106378106
primary,E50-CONV100,400,4923552916831257795,400,936000000000000000000,9.36e+16,399.9999993759852
primary,E50-MT100,400,4923552916831257795,400,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,400,4923552916831257795,40,93599993374944202167,9359999337494420.0,39.9999971063781
primary,E50-PC20,400,4923552916831257795,80,187199986749888404333,1.871999867498884e+16,79.9999942127562
primary,E50-PC30,400,4923552916831257795,120,280799980124832606499,2.807999801248326e+16,119.99999131913431
primary,E50-PC40,400,4923552916831257795,160,374399973499776808788,3.743999734997768e+16,159.9999884255124
primary,E50-PC50,400,4923552916831257795,200,467999966874721011136,4.67999966874721e+16,199.99998553189053
primary,E50-PC60,400,4923552916831257795,240,561599960249665213729,5.615999602496652e+16,239.99998263826862
primary,E50-PC80,400,4923552916831257795,320,748799946999553618790,7.487999469995536e+16,319.9999768510248
primary,E50-PC100,400,4923552916831257795,400,935999933749442024096,9.35999933749442e+16,399.99997106378106
primary,E50-CONV100,400,6572291145813621428,400,936000000000000000000,9.36e+16,399.9999993759852
primary,E50-MT100,400,6572291145813621428,400,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,400,6572291145813621428,40,93599993374944202167,9359999337494420.0,39.9999971063781
primary,E50-PC20,400,6572291145813621428,80,187199986749888404333,1.871999867498884e+16,79.9999942127562
primary,E50-PC30,400,6572291145813621428,120,280799980124832606500,2.807999801248326e+16,119.99999131913431
primary,E50-PC40,400,6572291145813621428,160,374399973499776808666,3.743999734997768e+16,159.9999884255124
primary,E50-PC50,400,6572291145813621428,200,467999966874721010984,4.67999966874721e+16,199.99998553189053
primary,E50-PC60,400,6572291145813621428,240,561599960249665213365,5.615999602496652e+16,239.99998263826862
primary,E50-PC80,400,6572291145813621428,320,748799946999553618062,7.487999469995536e+16,319.9999768510248
primary,E50-PC100,400,6572291145813621428,400,935999933749442022272,9.35999933749442e+16,399.99997106378106
primary,E50-CONV100,400,17112478889879003015,400,936000000000000000000,9.36e+16,399.9999993759852
primary,E50-MT100,400,17112478889879003015,400,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,400,17112478889879003015,40,93599993374944202167,9359999337494420.0,39.9999971063781
primary,E50-PC20,400,17112478889879003015,80,187199986749888404394,1.871999867498884e+16,79.9999942127562
primary,E50-PC30,400,17112478889879003015,120,280799980124832606591,2.807999801248326e+16,119.99999131913431
primary,E50-PC40,400,17112478889879003015,160,374399973499776808788,3.743999734997768e+16,159.9999884255124
primary,E50-PC50,400,17112478889879003015,200,467999966874721011288,4.67999966874721e+16,199.99998553189053
primary,E50-PC60,400,17112478889879003015,240,561599960249665213726,5.615999602496652e+16,239.99998263826862
primary,E50-PC80,400,17112478889879003015,320,748799946999553618788,7.487999469995536e+16,319.9999768510248
primary,E50-PC100,400,17112478889879003015,400,935999933749442024400,9.35999933749442e+16,399.99997106378106
primary,E50-CONV100,400,9839921138141735050,400,936000000000000000000,9.36e+16,399.9999993759852
primary,E50-MT100,400,9839921138141735050,400,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,400,9839921138141735050,40,93599993374944202227,9359999337494420.0,39.9999971063781
primary,E50-PC20,400,9839921138141735050,80,187199986749888404394,1.871999867498884e+16,79.9999942127562
primary,E50-PC30,400,9839921138141735050,120,280799980124832606683,2.807999801248326e+16,119.99999131913431
primary,E50-PC40,400,9839921138141735050,160,374399973499776808909,3.743999734997768e+16,159.9999884255124
primary,E50-PC50,400,9839921138141735050,200,467999966874721011136,4.67999966874721e+16,199.99998553189053
primary,E50-PC60,400,9839921138141735050,240,561599960249665213545,5.615999602496652e+16,239.99998263826862
primary,E50-PC80,400,9839921138141735050,320,748799946999553618547,7.487999469995536e+16,319.9999768510248
primary,E50-PC100,400,9839921138141735050,400,935999933749442023488,9.35999933749442e+16,399.99997106378106
primary,E50-CONV100,400,76950829605806397,400,936000000000000000000,9.36e+16,399.9999993759852
primary,E50-MT100,400,76950829605806397,400,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,400,76950829605806397,40,93599993374944202167,9359999337494420.0,39.9999971063781
primary,E50-PC20,400,76950829605806397,80,187199986749888404393,1.871999867498884e+16,79.9999942127562
primary,E50-PC30,400,76950829605806397,120,280799980124832606682,2.807999801248326e+16,119.99999131913431
primary,E50-PC40,400,76950829605806397,160,374399973499776809032,3.743999734997768e+16,159.9999884255124
primary,E50-PC50,400,76950829605806397,200,467999966874721011288,4.67999966874721e+16,199.99998553189053
primary,E50-PC60,400,76950829605806397,240,561599960249665213547,5.615999602496652e+16,239.99998263826862
primary,E50-PC80,400,76950829605806397,320,748799946999553618788,7.487999469995536e+16,319.9999768510248
primary,E50-PC100,400,76950829605806397,400,935999933749442024400,9.35999933749442e+16,399.99997106378106
primary,E50-CONV100,400,4559695916379544378,400,936000000000000000000,9.36e+16,399.9999993759852
primary,E50-MT100,400,4559695916379544378,400,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,400,4559695916379544378,40,93599993374944202167,9359999337494420.0,39.9999971063781
primary,E50-PC20,400,4559695916379544378,80,187199986749888404393,1.871999867498884e+16,79.9999942127562
primary,E50-PC30,400,4559695916379544378,120,280799980124832606590,2.807999801248326e+16,119.99999131913431
primary,E50-PC40,400,4559695916379544378,160,374399973499776808908,3.743999734997768e+16,159.9999884255124
primary,E50-PC50,400,4559695916379544378,200,467999966874721011440,4.67999966874721e+16,199.99998553189053
primary,E50-PC60,400,4559695916379544378,240,561599960249665213730,5.615999602496652e+16,239.99998263826862
primary,E50-PC80,400,4559695916379544378,320,748799946999553618791,7.487999469995536e+16,319.9999768510248
primary,E50-PC100,400,4559695916379544378,400,935999933749442023488,9.35999933749442e+16,399.99997106378106
primary,E50-CONV100,400,18018684830827566070,400,936000000000000000000,9.36e+16,399.9999993759852
primary,E50-MT100,400,18018684830827566070,400,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,400,18018684830827566070,40,93599993374944202167,9359999337494420.0,39.9999971063781
primary,E50-PC20,400,18018684830827566070,80,187199986749888404394,1.871999867498884e+16,79.9999942127562
primary,E50-PC30,400,18018684830827566070,120,280799980124832606592,2.807999801248326e+16,119.99999131913431
primary,E50-PC40,400,18018684830827566070,160,374399973499776808908,3.743999734997768e+16,159.9999884255124
primary,E50-PC50,400,18018684830827566070,200,467999966874721011136,4.67999966874721e+16,199.99998553189053
primary,E50-PC60,400,18018684830827566070,240,561599960249665213546,5.615999602496652e+16,239.99998263826862
primary,E50-PC80,400,18018684830827566070,320,748799946999553618305,7.487999469995536e+16,319.9999768510248
primary,E50-PC100,400,18018684830827566070,400,935999933749442023792,9.35999933749442e+16,399.99997106378106
primary,E50-CONV100,400,11415035473929976970,400,936000000000000000000,9.36e+16,399.9999993759852
primary,E50-MT100,400,11415035473929976970,400,2340000003650486272,234000000365048.62,1.0
