tag,arm,N,seed,k_active,C_total,U_exact,R_exact,rho_exact
primary,E50-PC10,500,16218162384852915827,50,116999994442798461246,116999994442798461246,0,0.0
primary,E50-PC20,500,16218162384852915827,100,233999988885596922533,233999988885596922533,0,0.0
primary,E50-PC30,500,16218162384852915827,150,350999983328395383981,350999983328395383981,0,0.0
primary,E50-PC40,500,16218162384852915827,200,467999977771193845312,467999977771193845312,0,0.0
primary,E50-PC50,500,16218162384852915827,250,584999972213992306842,584999972213992306842,0,0.0
primary,E50-PC60,500,16218162384852915827,300,701999966656790768454,701999966656790768454,0,0.0
primary,E50-PC80,500,16218162384852915827,400,935999955542387691434,935999955542387691434,0,0.0
primary,E50-PC100,500,16218162384852915827,500,1169999944427984615316,1169999944427984615316,0,0.0
primary,E50-CONV100,500,3678478102310266571,500,1170000000000000000000,1170000000000000000000,0,0.0
primary,E50-MT100,500,3678478102310266571,500,1170000000000000000000,2340000003650486272,1167659999996349513728,0.9979999999968799
primary,E50-PC10,500,3678478102310266571,50,116999994442798461225,116999994442798461225,0,0.0
primary,E50-PC20,500,3678478102310266571,100,233999988885596922492,233999988885596922492,0,0.0
primary,E50-PC30,500,3678478102310266571,150,350999983328395383981,350999983328395383981,0,0.0
primary,E50-PC40,500,3678478102310266571,200,467999977771193845394,467999977771193845394,0,0.0
primary,E50-PC50,500,3678478102310266571,250,584999972213992306842,584999972213992306842,0,0.0
primary,E50-PC60,500,3678478102310266571,300,701999966656790768208,701999966656790768208,0,0.0
primary,E50-PC80,500,3678478102310266571,400,935999955542387691272,935999955542387691272,0,0.0
primary,E50-PC100,500,3678478102310266571,500,1169999944427984614296,1169999944427984614296,0,0.0
primary,E50-CONV100,500,876786005621288851,500,1170000000000000000000,1170000000000000000000,0,0.0
primary,E50-MT100,500,876786005621288851,500,1170000000000000000000,2340000003650486272,1167659999996349513728,0.9979999999968799
primary,E50-PC10,500,876786005621288851,50,116999994442798461246,116999994442798461246,0,0.0
primary,E50-PC20,500,876786005621288851,100,233999988885596922572,233999988885596922572,0,0.0
primary,E50-PC30,500,876786005621288851,150,350999983328395383982,350999983328395383982,0,0.0
primary,E50-PC40,500,876786005621288851,200,467999977771193845392,467999977771193845392,0,0.0
primary,E50-PC50,500,876786005621288851,250,584999972213992306842,584999972213992306842,0,0.0
primary,E50-PC60,500,876786005621288851,300,701999966656790768453,701999966656790768453,0,0.0
primary,E50-PC80,500,876786005621288851,400,935999955542387691924,935999955542387691924,0,0.0
primary,E50-PC100,500,876786005621288851,500,1169999944427984614908,1169999944427984614908,0,0.0
primary,E50-CONV100,500,5865549906742908637,500,1170000000000000000000,1170000000000000000000,0,0.0
primary,E50-MT100,500,5865549906742908637,500,1170000000000000000000,2340000003650486272,1167659999996349513728,0.9979999999968799
primary,E50-PC10,500,5865549906742908637,50,116999994442798461225,116999994442798461225,0,0.0
primary,E50-PC20,500,5865549906742908637,100,233999988885596922573,233999988885596922573,0,0.0
primary,E50-PC30,500,5865549906742908637,150,350999983328395383982,350999983328395383982,0,0.0
primary,E50-PC40,500,5865549906742908637,200,467999977771193845469,467999977771193845469,0,0.0
primary,E50-PC50,500,5865549906742908637,250,584999972213992306740,584999972213992306740,0,0.0
primary,E50-PC60,500,5865549906742908637,300,701999966656790768087,701999966656790768087,0,0.0
primary,E50-PC80,500,5865549906742908637,400,935999955542387691109,935999955542387691109,0,0.0
primary,E50-PC100,500,5865549906742908637,500,1169999944427984614500,1169999944427984614500,0,0.0
primary,E50-CONV100,500,15633523601349685045,500,1170000000000000000000,1170000000000000000000,0,0.0
primary,E50-MT100,500,15633523601349685045,500,1170000000000000000000,2340000003650486272,1167659999996349513728,0.9979999999968799
primary,E50-PC10,500,15633523601349685045,50,116999994442798461226,116999994442798461226,0,0.0
primary,E50-PC20,500,15633523601349685045,100,233999988885596922491,233999988885596922491,0,0.0
primary,E50-PC30,500,15633523601349685045,150,350999983328395383797,350999983328395383797,0,0.0
primary,E50-PC40,500,15633523601349685045,200,467999977771193845065,467999977771193845065,0,0.0
primary,E50-PC50,500,15633523601349685045,250,584999972213992306434,584999972213992306434,0,0.0
primary,E50-PC60,500,15633523601349685045,300,701999966656790767721,701999966656790767721,0,0.0
primary,E50-PC80,500,15633523601349685045,400,935999955542387690459,935999955542387690459,0,0.0
primary,E50-PC100,500,15633523601349685045,500,1169999944427984613684,1169999944427984613684,0,0.0
primary,E50-CONV100,500,14497997932990664800,500,1170000000000000000000,1170000000000000000000,0,0.0
primary,E50-MT100,500,14497997932990664800,500,1170000000000000000000,2340000003650486272,1167659999996349513728,0.9979999999968799
primary,E50-PC10,500,14497997932990664800,50,116999994442798461225,116999994442798461225,0,0.0
primary,E50-PC20,500,14497997932990664800,100,233999988885596922532,233999988885596922532,0,0.0
primary,E50-PC30,500,14497997932990664800,150,350999983328395383920,350999983328395383920,0,0.0
primary,E50-PC40,500,14497997932990664800,200,467999977771193845229,467999977771193845229,0,0.0
primary,E50-PC50,500,14497997932990664800,250,584999972213992306536,584999972213992306536,0,0.0
primary,E50-PC60,500,14497997932990664800,300,701999966656790767843,701999966656790767843,0,0.0
primary,E50-PC80,500,14497997932990664800,400,935999955542387690620,935999955542387690620,0,0.0
primary,E50-PC100,500,14497997932990664800,500,1169999944427984613072,1169999944427984613072,0,0.0
primary,E50-CONV100,500,5634683829678867503,500,1170000000000000000000,1170000000000000000000,0,0.0
primary,E50-MT100,500,5634683829678867503,500,1170000000000000000000,2340000003650486272,1167659999996349513728,0.9979999999968799
primary,E50-PC10,500,5634683829678867503,50,116999994442798461266,116999994442798461266,0,0.0
primary,E50-PC20,500,5634683829678867503,100,233999988885596922533,233999988885596922533,0,0.0
primary,E50-PC30,500,5634683829678867503,150,350999983328395383859,350999983328395383859,0,0.0
primary,E50-PC40,500,5634683829678867503,200,467999977771193845226,467999977771193845226,0,0.0
primary,E50-PC50,500,5634683829678867503,250,584999972213992306638,584999972213992306638,0,0.0
primary,E50-PC60,500,5634683829678867503,300,701999966656790767966,701999966656790767966,0,0.0
primary,E50-PC80,500,5634683829678867503,400,935999955542387690784,935999955542387690784,0,0.0
primary,E50-PC100,500,5634683829678867503,500,1169999944427984613684,1169999944427984613684,0,0.0
primary,E50-CONV100,500,11032126464482234521,500,1170000000000000000000,1170000000000000000000,0,0.0
primary,E50-MT100,500,11032126464482234521,500,1170000000000000000000,2340000003650486272,1167659999996349513728,0.9979999999968799
primary,E50-PC10,500,11032126464482234521,50,116999994442798461267,116999994442798461267,0,0.0
primary,E50-PC20,500,11032126464482234521,100,233999988885596922533,233999988885596922533,0,0.0
primary,E50-PC30,500,11032126464482234521,150,350999983328395383798,350999983328395383798,0,0.0
primary,E50-PC40,500,11032126464482234521,200,467999977771193845227,467999977771193845227,0,0.0
primary,E50-PC50,500,11032126464482234521,250,584999972213992306638,584999972213992306638,0,0.0
primary,E50-PC60,500,11032126464482234521,300,701999966656790768087,701999966656790768087,0,0.0
primary,E50-PC80,500,11032126464482234521,400,935999955542387690945,935999955542387690945,0,0.0
primary,E50-PC100,500,11032126464482234521,500,1169999944427984614092,1169999944427984614092,0,0.0
primary,E50-CONV100,500,5708610443790281403,500,1170000000000000000000,1170000000000000000000,0,0.0
primary,E50-MT100,500,5708610443790281403,500,1170000000000000000000,2340000003650486272,1167659999996349513728,0.9979999999968799
primary,E50-PC10,500,5708610443790281403,50,116999994442798461246,116999994442798461246,0,0.0
primary,E50-PC20,500,5708610443790281403,100,233999988885596922533,233999988885596922533,0,0.0
primary,E50-PC30,500,5708610443790281403,150,350999983328395383920,350999983328395383920,0,0.0
primary,E50-PC40,500,5708610443790281403,200,467999977771193845227,467999977771193845227,0,0.0
primary,E50-PC50,500,5708610443790281403,250,584999972213992306842,584999972213992306842,0,0.0
primary,E50-PC60,500,5708610443790281403,300,701999966656790768457,701999966656790768457,0,0.0
primary,E50-PC80,500,5708610443790281403,400,935999955542387691437,935999955542387691437,0,0.0
primary,E50-PC100,500,5708610443790281403,500,1169999944427984614296,1169999944427984614296,0,0.0
primary,E50-CONV100,500,4972874671198070758,500,1170000000000000000000,1170000000000000000000,0,0.0
primary,E50-MT100,500,4972874671198070758,500,1170000000000000000000,2340000003650486272,1167659999996349513728,0.9979999999968799
primary,E50-PC10,500,4972874671198070758,50,116999994442798461265,116999994442798461265,0,0.0
primary,E50-PC20,500,4972874671198070758,100,233999988885596922533,233999988885596922533,0,0.0
primary,E50-PC30,500,4972874671198070758,150,350999983328395383920,350999983328395383920,0,0.0
primary,E50-PC40,500,4972874671198070758,200,467999977771193845390,467999977771193845390,0,0.0
primary,E50-PC50,500,4972874671198070758,250,584999972213992306536,584999972213992306536,0,0.0
primary,E50-PC60,500,4972874671198070758,300,701999966656790767963,701999966656790767963,0,0.0
primary,E50-PC80,500,4972874671198070758,400,935999955542387690947,935999955542387690947,0,0.0
primary,E50-PC100,500,4972874671198070758,500,1169999944427984614296,1169999944427984614296,0,0.0
primary,E50-CONV100,500,15110839482730944980,500,1170000000000000000000,1170000000000000000000,0,0.0
primary,E50-MT100,500,15110839482730944980,500,1170000000000000000000,2340000003650486272,1167659999996349513728,0.9979999999968799
primary,E50-PC10,500,15110839482730944980,50,116999994442798461246,116999994442798461246,0,0.0
primary,E50-PC20,500,15110839482730944980,100,233999988885596922491,233999988885596922491,0,0.0
primary,E50-PC30,500,15110839482730944980,150,350999983328395383736,350999983328395383736,0,0.0
primary,E50-PC40,500,15110839482730944980,200,467999977771193845065,467999977771193845065,0,0.0
primary,E50-PC50,500,15110839482730944980,250,584999972213992306332,584999972213992306332,0,0.0
primary,E50-PC60,500,15110839482730944980,300,701999966656790767599,701999966656790767599,0,0.0
primary,E50-PC80,500,15110839482730944980,400,935999955542387690132,935999955542387690132,0,0.0
primary,E50-PC100,500,15110839482730944980,500,1169999944427984613072,1169999944427984613072,0,0.0
primary,E50-CONV100,500,8623653743411919337,500,1170000000000000000000,1170000000000000000000,0,0.0
primary,E50-MT100,500,8623653743411919337,500,1170000000000000000000,2340000003650486272,1167659999996349513728,0.9979999999968799
primary,E50-PC10,500,8623653743411919337,50,116999994442798461267,116999994442798461267,0,0.0
primary,E50-PC20,500,8623653743411919337,100,233999988885596922613,233999988885596922613,0,0.0
primary,E50-PC30,500,8623653743411919337,150,350999983328395383981,350999983328395383981,0,0.0
primary,E50-PC40,500,8623653743411919337,200,467999977771193845390,467999977771193845390,0,0.0
primary,E50-PC50,500,8623653743411919337,250,584999972213992306638,584999972213992306638,0,0.0
primary,E50-PC60,500,8623653743411919337,300,701999966656790768210,701999966656790768210,0,0.0
primary,E50-PC80,500,8623653743411919337,400,935999955542387690946,935999955542387690946,0,0.0
primary,E50-PC100,500,8623653743411919337,500,1169999944427984613684,1169999944427984613684,0,0.0
primary,E50-CONV100,500,1326031443968983885,500,1170000000000000000000,1170000000000000000000,0,0.0
primary,E50-MT100,500,1326031443968983885,500,1170000000000000000000,2340000003650486272,1167659999996349513728,0.9979999999968799
primary,E50-PC10,500,1326031443968983885,50,116999994442798461245,116999994442798461245,0,0.0
primary,E50-PC20,500,1326031443968983885,100,233999988885596922614,233999988885596922614,0,0.0
primary,E50-PC30,500,1326031443968983885,150,350999983328395383859,350999983328395383859,0,0.0
primary,E50-PC40,500,1326031443968983885,200,467999977771193845146,467999977771193845146,0,0.0
primary,E50-PC50,500,1326031443968983885,250,584999972213992306740,584999972213992306740,0,0.0
primary,E50-PC60,500,1326031443968983885,300,701999966656790768089,701999966656790768089,0,0.0
primary,E50-PC80,500,1326031443968983885,400,935999955542387691275,935999955542387691275,0,0.0
primary,E50-PC100,500,1326031443968983885,500,1169999944427984614908,1169999944427984614908,0,0.0
primary,E50-CONV100,500,8177548632312565564,500,1170000000000000000000,1170000000000000000000,0,0.0
primary,E50-MT100,500,8177548632312565564,500,1170000000000000000000,2340000003650486272,1167659999996349513728,0.9979999999968799
primary,E50-PC10,500,8177548632312565564,50,116999994442798461226,116999994442798461226,0,0.0
primary,E50-PC20,500,8177548632312565564,100,233999988885596922492,233999988885596922492,0,0.0
primary,E50-PC30,500,8177548632312565564,150,350999983328395383799,350999983328395383799,0,0.0
primary,E50-PC40,500,8177548632312565564,200,467999977771193845145,467999977771193845145,0,0.0
primary,E50-PC50,500,8177548632312565564,250,584999972213992306536,584999972213992306536,0,0.0
primary,E50-PC60,500,8177548632312565564,300,701999966656790767842,701999966656790767842,0,0.0
primary,E50-PC80,500,8177548632312565564,400,935999955542387690948,935999955542387690948,0,0.0
primary,E50-PC100,500,8177548632312565564,500,1169999944427984614092,1169999944427984614092,0,0.0
primary,E50-CONV100,500,11117893399474783980,500,1170000000000000000000,1170000000000000000000,0,0.0
primary,E50-MT100,500,11117893399474783980,500,1170000000000000000000,2340000007386183112,1167659999992613816888,0.997999999993687
primary,E50-PC10,500,11117893399474783980,50,116999994442798461309,116999994442798461309,0,0.0
primary,E50-PC20,500,11117893399474783980,100,233999988885596922655,233999988885596922655,0,0.0
primary,E50-PC30,500,11117893399474783980,150,350999983328395383982,350999983328395383982,0,0.0
primary,E50-PC40,500,11117893399474783980,200,467999977771193845388,467999977771193845388,0,0.0
primary,E50-PC50,500,11117893399474783980,250,584999972213992306842,584999972213992306842,0,0.0
primary,E50-PC60,500,11117893399474783980,300,701999966656790768336,701999966656790768336,0,0.0
primary,E50-PC80,500,11117893399474783980,400,935999955542387691600,935999955542387691600,0,0.0
primary,E50-PC100,500,11117893399474783980,500,1169999944427984614500,1169999944427984614500,0,0.0
primary,E50-CONV100,500,10081885022360105039,500,1170000000000000000000,1170000000000000000000,0,0.0
primary,E50-MT100,500,10081885022360105039,500,1170000000000000000000,2340000003650486272,1167659999996349513728,0.9979999999968799
primary,E50-PC10,500,10081885022360105039,50,116999994442798461265,116999994442798461265,0,0.0
primary,E50-PC20,500,10081885022360105039,100,233999988885596922615,233999988885596922615,0,0.0
primary,E50-PC30,500,10081885022360105039,150,350999983328395383858,350999983328395383858,0,0.0
primary,E50-PC40,500,10081885022360105039,200,467999977771193845314,467999977771193845314,0,0.0
primary,E50-PC50,500,10081885022360105039,250,584999972213992306638,584999972213992306638,0,0.0
primary,E50-PC60,500,10081885022360105039,300,701999966656790767963,701999966656790767963,0,0.0
primary,E50-PC80,500,10081885022360105039,400,935999955542387691273,935999955542387691273,0,0.0
primary,E50-PC100,500,10081885022360105039,500,1169999944427984614296,1169999944427984614296,0,0.0
primary,E50-CONV100,500,4923552916831257795,500,1170000000000000000000,1170000000000000000000,0,0.0
primary,E50-MT100,500,4923552916831257795,500,1170000000000000000000,2340000003650486272,1167659999996349513728,0.9979999999968799
primary,E50-PC10,500,4923552916831257795,50,116999994442798461225,116999994442798461225,0,0.0
primary,E50-PC20,500,4923552916831257795,100,233999988885596922451,233999988885596922451,0,0.0
primary,E50-PC30,500,4923552916831257795,150,350999983328395383738,350999983328395383738,0,0.0
primary,E50-PC40,500,4923552916831257795,200,467999977771193845064,467999977771193845064,0,0.0
primary,E50-PC50,500,4923552916831257795,250,584999972213992306434,584999972213992306434,0,0.0
primary,E50-PC60,500,4923552916831257795,300,701999966656790767843,701999966656790767843,0,0.0
primary,E50-PC80,500,4923552916831257795,400,935999955542387690944,935999955542387690944,0,0.0
primary,E50-PC100,500,4923552916831257795,500,1169999944427984613888,1169999944427984613888,0,0.0
primary,E50-CONV100,500,6572291145813621428,500,1170000000000000000000,1170000000000000000000,0,0.0
primary,E50-MT100,500,6572291145813621428,500,1170000000000000000000,2340000003650486272,1167659999996349513728,0.9979999999968799
primary,E50-PC10,500,6572291145813621428,50,116999994442798461225,116999994442798461225,0,0.0
primary,E50-PC20,500,6572291145813621428,100,233999988885596922491,233999988885596922491,0,0.0
primary,E50-PC30,500,6572291145813621428,150,350999983328395383737,350999983328395383737,0,0.0
primary,E50-PC40,500,6572291145813621428,200,467999977771193844983,467999977771193844983,0,0.0
primary,E50-PC50,500,6572291145813621428,250,584999972213992306332,584999972213992306332,0,0.0
primary,E50-PC60,500,6572291145813621428,300,701999966656790767720,701999966656790767720,0,0.0
primary,E50-PC80,500,6572291145813621428,400,935999955542387690295,935999955542387690295,0,0.0
primary,E50-PC100,500,6572291145813621428,500,1169999944427984613072,1169999944427984613072,0,0.0
primary,E50-CONV100,500,17112478889879003015,500,1170000000000000000000,1170000000000000000000,0,0.0
primary,E50-MT100,500,17112478889879003015,500,1170000000000000000000,2340000003650486272,1167659999996349513728,0.9979999999968799
primary,E50-PC10,500,17112478889879003015,50,116999994442798461245,116999994442798461245,0,0.0
primary,E50-PC20,500,17112478889879003015,100,233999988885596922532,233999988885596922532,0,0.0
primary,E50-PC30,500,17112478889879003015,150,350999983328395383798,350999983328395383798,0,0.0
primary,E50-PC40,500,17112478889879003015,200,467999977771193845065,467999977771193845065,0,0.0
primary,E50-PC50,500,17112478889879003015,250,584999972213992306536,584999972213992306536,0,0.0
primary,E50-PC60,500,17112478889879003015,300,701999966656790767965,701999966656790767965,0,0.0
primary,E50-PC80,500,17112478889879003015,400,935999955542387691271,935999955542387691271,0,0.0
primary,E50-PC100,500,17112478889879003015,500,1169999944427984614908,1169999944427984614908,0,0.0
primary,E50-CONV100,500,9839921138141735050,500,1170000000000000000000,1170000000000000000000,0,0.0
primary,E50-MT100,500,9839921138141735050,500,1170000000000000000000,2340000003650486272,1167659999996349513728,0.9979999999968799
primary,E50-PC10,500,9839921138141735050,50,116999994442798461266,116999994442798461266,0,0.0
primary,E50-PC20,500,9839921138141735050,100,233999988885596922574,233999988885596922574,0,0.0
primary,E50-PC30,500,9839921138141735050,150,350999983328395383860,350999983328395383860,0,0.0
primary,E50-PC40,500,9839921138141735050,200,467999977771193845227,467999977771193845227,0,0.0
primary,E50-PC50,500,9839921138141735050,250,584999972213992306536,584999972213992306536,0,0.0
primary,E50-PC60,500,9839921138141735050,300,701999966656790767965,701999966656790767965,0,0.0
primary,E50-PC80,500,9839921138141735050,400,935999955542387690945,935999955542387690945,0,0.0
primary,E50-PC100,500,9839921138141735050,500,1169999944427984613480,1169999944427984613480,0,0.0
primary,E50-CONV100,500,76950829605806397,500,1170000000000000000000,1170000000000000000000,0,0.0
primary,E50-MT100,500,76950829605806397,500,1170000000000000000000,2340000003650486272,1167659999996349513728,0.9979999999968799
primary,E50-PC10,500,76950829605806397,50,116999994442798461225,116999994442798461225,0,0.0
primary,E50-PC20,500,76950829605806397,100,233999988885596922492,233999988885596922492,0,0.0
primary,E50-PC30,500,76950829605806397,150,350999983328395383799,350999983328395383799,0,0.0
primary,E50-PC40,500,76950829605806397,200,467999977771193845147,467999977771193845147,0,0.0
primary,E50-PC50,500,76950829605806397,250,584999972213992306536,584999972213992306536,0,0.0
primary,E50-PC60,500,76950829605806397,300,701999966656790767964,701999966656790767964,0,0.0
primary,E50-PC80,500,76950829605806397,400,935999955542387691435,935999955542387691435,0,0.0
primary,E50-PC100,500,76950829605806397,500,1169999944427984614500,1169999944427984614500,0,0.0
primary,E50-CONV100,500,4559695916379544378,500,1170000000000000000000,1170000000000000000000,0,0.0
primary,E50-MT100,500,4559695916379544378,500,1170000000000000000000,2340000003650486272,1167659999996349513728,0.9979999999968799
primary,E50-PC10,500,4559695916379544378,50,116999994442798461225,116999994442798461225,0,0.0
primary,E50-PC20,500,4559695916379544378,100,233999988885596922492,233999988885596922492,0,0.0
primary,E50-PC30,500,4559695916379544378,150,350999983328395383797,350999983328395383797,0,0.0
primary,E50-PC40,500,4559695916379544378,200,467999977771193845146,467999977771193845146,0,0.0
primary,E50-PC50,500,4559695916379544378,250,584999972213992306638,584999972213992306638,0,0.0
primary,E50-PC60,500,4559695916379544378,300,701999966656790767967,701999966656790767967,0,0.0
primary,E50-PC80,500,4559695916379544378,400,935999955542387690786,935999955542387690786,0,0.0
primary,E50-PC100,500,4559695916379544378,500,1169999944427984614296,1169999944427984614296,0,0.0
primary,E50-CONV100,500,18018684830827566070,500,1170000000000000000000,1170000000000000000000,0,0.0
primary,E50-MT100,500,18018684830827566070,500,1170000000000000000000,2340000003650486272,1167659999996349513728,0.9979999999968799
primary,E50-PC10,500,18018684830827566070,50,116999994442798461225,116999994442798461225,0,0.0
primary,E50-PC20,500,18018684830827566070,100,233999988885596922492,233999988885596922492,0,0.0
primary,E50-PC30,500,18018684830827566070,150,350999983328395383738,350999983328395383738,0,0.0
primary,E50-PC40,500,18018684830827566070,200,467999977771193845148,467999977771193845148,0,0.0
primary,E50-PC50,500,18018684830827566070,250,584999972213992306230,584999972213992306230,0,0.0
primary,E50-PC60,500,18018684830827566070,300,701999966656790767599,701999966656790767599,0,0.0
primary,E50-PC80,500,18018684830827566070,400,935999955542387690456,935999955542387690456,0,0.0
primary,E50-PC100,500,18018684830827566070,500,1169999944427984613684,1169999944427984613684,0,0.0
primary,E50-CONV100,500,11415035473929976970,500,1170000000000000000000,1170000000000000000000,0,0.0
primary,E50-MT100,500,11415035473929976970,500,1170000000000000000000,2340000003650486272,1167659999996349513728,0.9979999999968799
primary,E50-PC10,500,11415035473929976970,50,116999994442798461304,116999994442798461304,0,0.0
primary,E50-PC20,500,11415035473929976970,100,233999988885596922693,233999988885596922693,0,0.0
primary,E50-PC30,500,11415035473929976970,150,350999983328395384164,350999983328395384164,0,0.0
primary,E50-PC40,500,11415035473929976970,200,467999977771193845552,467999977771193845552,0,0.0
primary,E50-PC50,500,11415035473929976970,250,584999972213992306740,584999972213992306740,0,0.0
primary,E50-PC60,500,11415035473929976970,300,701999966656790768085,701999966656790768085,0,0.0
primary,E50-PC80,500,11415035473929976970,400,935999955542387691107,935999955542387691107,0,0.0
primary,E50-PC100,500,11415035473929976970,500,1169999944427984614500,1169999944427984614500,0,0.0
primary,E50-CONV100,500,5972818461147421061,500,1170000000000000000000,1170000000000000000000,0,0.0
primary,E50-MT100,500,5972818461147421061,500,1170000000000000000000,2340000003650486272,1167659999996349513728,0.9979999999968799
primary,E50-PC10,500,5972818461147421061,50,116999994442798461246,116999994442798461246,0,0.0
primary,E50-PC20,500,5972818461147421061,100,233999988885596922532,233999988885596922532,0,0.0
primary,E50-PC30,500,5972818461147421061,150,350999983328395383738,350999983328395383738,0,0.0
primary,E50-PC40,500,5972818461147421061,200,467999977771193845063,467999977771193845063,0,0.0
primary,E50-PC50,500,5972818461147421061,250,584999972213992306434,584999972213992306434,0,0.0
primary,E50-PC60,500,5972818461147421061,300,701999966656790767843,701999966656790767843,0,0.0
primary,E50-PC80,500,5972818461147421061,400,935999955542387690458,935999955542387690458,0,0.0
primary,E50-PC100,500,5972818461147421061,500,1169999944427984613480,1169999944427984613480,0,0.0
primary,E50-CONV100,500,11677511577610847452,500,1170000000000000000000,1170000000000000000000,0,0.0
primary,E50-MT100,500,11677511577610847452,500,1170000000000000000000,2340000003650486272,1167659999996349513728,0.9979999999968799
primary,E50-PC10,500,11677511577610847452,50,116999994442798461266,116999994442798461266,0,0.0
primary,E50-PC20,500,11677511577610847452,100,233999988885596922491,233999988885596922491,0,0.0
primary,E50-PC30,500,11677511577610847452,150,350999983328395383859,350999983328395383859,0,0.0
primary,E50-PC40,500,11677511577610847452,200,467999977771193845227,467999977771193845227,0,0.0
primary,E50-PC50,500,11677511577610847452,250,584999972213992306842,584999972213992306842,0,0.0
primary,E50-PC60,500,11677511577610847452,300,701999966656790768210,701999966656790768210,0,0.0
primary,E50-PC80,500,11677511577610847452,400,935999955542387691276,935999955542387691276,0,0.0
primary,E50-PC100,500,11677511577610847452,500,1169999944427984614092,1169999944427984614092,0,0.0
primary,E50-CONV100,500,17891702655887131290,500,1170000000000000000000,1170000000000000000000,0,0.0
primary,E50-MT100,500,17891702655887131290,500,1170000000000000000000,2340000003650486272,1167659999996349513728,0.9979999999968799
primary,E50-PC10,500,17891702655887131290,50,116999994442798461225,116999994442798461225,0,0.0
primary,E50-PC20,500,17891702655887131290,100,233999988885596922532,233999988885596922532,0,0.0
primary,E50-PC30,500,17891702655887131290,150,350999983328395383797,350999983328395383797,0,0.0
primary,E50-PC40,500,17891702655887131290,200,467999977771193845148,467999977771193845148,0,0.0
primary,E50-PC50,500,17891702655887131290,250,584999972213992306536,584999972213992306536,0,0.0
primary,E50-PC60,500,17891702655887131290,300,701999966656790767843,701999966656790767843,0,0.0
primary,E50-PC80,500,17891702655887131290,400,935999955542387690947,935999955542387690947,0,0.0
primary,E50-PC100,500,17891702655887131290,500,1169999944427984614092,1169999944427984614092,0,0.0
