accepted_block_interval_s,accepted_main_blocks,active_mining_time_s,aggregate_hashrate_THs,aggregate_power_W,co2_kg,config_hash,confirmation_time_6blk_s,created_block_interval_s,created_blocks,energy_kWh,energy_per_accepted_block_kWh,energy_per_tx_kWh,exhausted_rounds,idle_after_range,idle_miner_seconds,n_miners,pct_time_active,per_miner_energy_kwh_max,per_miner_energy_kwh_min,protocol,seed,sim_time,stale_blocks,stale_rate_pct,throughput_tx_per_s,total_hashes
800.199098182899,13,568886.0753178477,141.0,3031.5000000000045,2.1317701975280374,602d261342d617fd,4801.194589097394,769.2307692307693,13,4.790494825905701,0.36849960199274623,0.00020029664363865456,1,True,431113.92468215246,100,56.888607531784764,0.04790494825905702,0.04790494825905702,PoCol,9,10000.0,0,0.0,2.3917,8.021293661981651e+17
486.0316070571708,20,1000000.0,141.0,3031.5000000000045,3.7472708333333395,602d261342d617fd,2916.189642343025,500.0,20,8.420833333333343,0.42104166666666715,0.00022853511366823195,2,False,0.0,100,100.0,0.08420833333333333,0.08420833333333333,PoCol,8,10000.0,0,0.0,3.6847,1.4099999999999997e+18
441.921459659026,21,1000000.0,141.0,3031.5000000000045,3.7472708333333395,602d261342d617fd,2651.5287579541564,476.1904761904762,21,8.420833333333345,0.40099206349206407,0.00021802074703120716,3,False,0.0,100,100.0,0.08420833333333334,0.08420833333333334,PoCol,9,10000.0,0,0.0,3.8624,1.4100000000000003e+18
961.9016413164547,11,672135.9645539733,141.0,3031.5000000000045,2.5186754960074644,602d261342d617fd,5771.409847898729,909.0909090909091,11,5.659944934848233,0.5145404486225666,0.00027797971292413106,2,True,327864.03544602793,100,67.21359645539732,0.05659944934848243,0.05659944934848243,PoCol,10,10000.0,0,0.0,2.0361,9.477117100210982e+17
943.314560660576,11,629481.2529183925,141.0,3031.5000000000045,2.3588367391912173,602d261342d617fd,5659.887363963457,909.0909090909091,11,5.300756717283641,0.48188697429851285,0.0002619727546349531,1,True,370518.7470816074,100,62.948125291839254,0.05300756717283636,0.05300756717283636,PoCol,11,10000.0,0,0.0,2.0234,8.875685666149345e+17
552.0062331149894,18,1000000.0,141.0,3031.5000000000045,3.7472708333333395,602d261342d617fd,3312.0373986899367,555.5555555555555,18,8.420833333333345,0.4678240740740747,0.0002540144590912294,4,False,0.0,100,100.0,0.08420833333333334,0.08420833333333334,PoCol,11,10000.0,0,0.0,3.3151,1.4100000000000003e+18
772.3472506945894,13,519560.9864192607,141.0,3031.5000000000045,1.9469357305467883,602d261342d617fd,4634.083504167536,769.2307692307693,13,4.375136473138853,0.33654895947221947,0.00018174454671785207,0,True,480439.0135807393,100,51.95609864192607,0.043751364731388555,0.043751364731388555,PoCol,12,10000.0,0,0.0,2.4073,7.325809908511575e+17
512.3455021113986,17,1000000.0,141.0,3031.5000000000045,3.7472708333333395,602d261342d617fd,3074.073012668391,588.2352941176471,17,8.420833333333343,0.49534313725490253,0.0002690877910568589,4,False,0.0,100,100.0,0.08420833333333333,0.08420833333333333,PoCol,13,10000.0,0,0.0,3.1294,1.41e+18
856.7769216979189,12,505480.94953610556,141.0,3031.5000000000045,1.8941740190022882,602d261342d617fd,5140.661530187514,833.3333333333334,12,4.2565708292186315,0.3547142357682193,0.00019277074540186728,2,True,494519.05046389444,100,50.54809495361055,0.0425657082921862,0.0425657082921862,PoCol,13,10000.0,0,0.0,2.2081,7.127281388459087e+17
424.3277148808862,23,1000000.0,141.0,3031.5000000000045,3.7472708333333395,602d261342d617fd,2545.9662892853175,434.7826086956522,23,8.420833333333343,0.36612318840579755,0.00019815124204845854,1,False,0.0,100,100.0,0.08420833333333333,0.08420833333333333,PoCol,12,10000.0,0,0.0,4.2497,1.41e+18
753.6344904238198,12,660292.933805183,141.0,3031.5000000000045,2.47429645230426,602d261342d617fd,4521.8069425429185,833.3333333333334,12,5.560216746751142,0.4633513955625952,0.00024757187527277004,1,True,339707.0661948161,100,66.0292933805183,0.055602167467511544,0.055602167467511544,PoCol,14,10000.0,0,0.0,2.2459,9.310130366653087e+17
1026.4566191781005,10,619479.2597682488,141.0,3031.5000000000045,2.321356561984485,602d261342d617fd,6158.739715068603,1000.0,10,5.216531599965123,0.5216531599965123,0.00028704845649948397,1,True,380520.740231751,100,61.94792597682488,0.05216531599965127,0.05216531599965127,PoCol,16,10000.0,0,0.0,1.8173,8.734657562732296e+17
472.59183499138464,18,1000000.0,141.0,3031.5000000000045,3.74727083333334,602d261342d617fd,2835.551009948308,555.5555555555555,18,8.420833333333345,0.4678240740740747,0.00025111329794636324,1,False,0.0,100,100.0,0.08420833333333337,0.08420833333333337,PoCol,14,10000.0,0,0.0,3.3534,1.41e+18
691.9084799620339,15,421821.79670687043,141.0,3031.5000000000045,1.5806805156639143,602d261342d617fd,4151.450879772203,666.6666666666666,15,3.552091046435768,0.23680606976238452,0.00012806789178092617,0,True,578178.2032931298,100,42.18217967068704,0.03552091046435768,0.03552091046435768,PoCol,15,10000.0,0,0.0,2.7736,5.947687333566861e+17
